"cohort_month","month_number","cohort_customers","retained_customers","retention_rate_pct"
"2021-04-01 00:00:00+05:30",50,323,10,3.10
"2021-04-01 00:00:00+05:30",51,323,8,2.48
"2021-04-01 00:00:00+05:30",52,323,7,2.17
"2021-04-01 00:00:00+05:30",53,323,5,1.55
"2021-04-01 00:00:00+05:30",54,323,6,1.86
"2021-05-01 00:00:00+05:30",0,329,329,100.00
"2021-05-01 00:00:00+05:30",1,329,7,2.13
"2021-05-01 00:00:00+05:30",2,329,12,3.65
"2021-05-01 00:00:00+05:30",3,329,4,1.22
"2021-05-01 00:00:00+05:30",4,329,13,3.95
"2021-05-01 00:00:00+05:30",5,329,10,3.04
"2021-05-01 00:00:00+05:30",6,329,4,1.22
"2021-05-01 00:00:00+05:30",7,329,7,2.13
"2021-05-01 00:00:00+05:30",8,329,6,1.82
"2021-05-01 00:00:00+05:30",9,329,11,3.34
"2021-05-01 00:00:00+05:30",10,329,11,3.34
"2021-05-01 00:00:00+05:30",11,329,5,1.52
"2021-05-01 00:00:00+05:30",12,329,10,3.04
"2021-05-01 00:00:00+05:30",13,329,16,4.86
"2021-05-01 00:00:00+05:30",14,329,9,2.74
"2021-05-01 00:00:00+05:30",15,329,7,2.13
"2021-05-01 00:00:00+05:30",16,329,10,3.04
"2021-05-01 00:00:00+05:30",17,329,4,1.22
"2021-05-01 00:00:00+05:30",18,329,6,1.82
"2021-05-01 00:00:00+05:30",19,329,3,0.91
"2021-05-01 00:00:00+05:30",20,329,10,3.04
"2021-05-01 00:00:00+05:30",21,329,10,3.04
"2021-05-01 00:00:00+05:30",22,329,6,1.82
"2021-05-01 00:00:00+05:30",23,329,9,2.74
"2021-05-01 00:00:00+05:30",24,329,10,3.04
"2021-05-01 00:00:00+05:30",25,329,7,2.13
"2021-05-01 00:00:00+05:30",26,329,4,1.22
"2021-05-01 00:00:00+05:30",27,329,4,1.22
"2021-05-01 00:00:00+05:30",28,329,10,3.04
"2021-05-01 00:00:00+05:30",29,329,9,2.74
"2021-05-01 00:00:00+05:30",30,329,4,1.22
"2021-05-01 00:00:00+05:30",31,329,9,2.74
"2021-05-01 00:00:00+05:30",32,329,7,2.13
"2021-05-01 00:00:00+05:30",33,329,8,2.43
"2021-05-01 00:00:00+05:30",34,329,8,2.43
"2021-05-01 00:00:00+05:30",35,329,9,2.74
"2021-05-01 00:00:00+05:30",36,329,9,2.74
"2021-05-01 00:00:00+05:30",37,329,12,3.65
"2021-05-01 00:00:00+05:30",38,329,10,3.04
"2021-05-01 00:00:00+05:30",39,329,8,2.43
"2021-05-01 00:00:00+05:30",40,329,5,1.52
"2021-05-01 00:00:00+05:30",41,329,7,2.13
"2021-05-01 00:00:00+05:30",42,329,7,2.13
"2021-05-01 00:00:00+05:30",43,329,6,1.82
"2021-05-01 00:00:00+05:30",44,329,6,1.82
"2021-05-01 00:00:00+05:30",45,329,9,2.74
"2021-05-01 00:00:00+05:30",46,329,8,2.43
"2021-05-01 00:00:00+05:30",47,329,6,1.82
"2021-05-01 00:00:00+05:30",48,329,12,3.65
"2021-05-01 00:00:00+05:30",49,329,6,1.82
"2021-05-01 00:00:00+05:30",50,329,3,0.91
"2021-05-01 00:00:00+05:30",51,329,4,1.22
"2021-05-01 00:00:00+05:30",52,329,7,2.13
"2021-05-01 00:00:00+05:30",53,329,6,1.82
"2021-06-01 00:00:00+05:30",0,307,307,100.00
"2021-06-01 00:00:00+05:30",1,307,6,1.95
"2021-06-01 00:00:00+05:30",2,307,7,2.28
"2021-06-01 00:00:00+05:30",3,307,4,1.30
"2021-06-01 00:00:00+05:30",4,307,10,3.26
"2021-06-01 00:00:00+05:30",5,307,4,1.30
"2021-06-01 00:00:00+05:30",6,307,6,1.95
"2021-06-01 00:00:00+05:30",7,307,6,1.95
"2021-06-01 00:00:00+05:30",8,307,6,1.95
"2021-06-01 00:00:00+05:30",9,307,12,3.91
"2021-06-01 00:00:00+05:30",10,307,5,1.63
"2021-06-01 00:00:00+05:30",11,307,8,2.61
"2021-06-01 00:00:00+05:30",12,307,4,1.30
"2021-06-01 00:00:00+05:30",13,307,12,3.91
"2021-06-01 00:00:00+05:30",14,307,11,3.58
"2021-06-01 00:00:00+05:30",15,307,6,1.95
"2021-06-01 00:00:00+05:30",16,307,7,2.28
"2021-06-01 00:00:00+05:30",17,307,11,3.58
"2021-06-01 00:00:00+05:30",18,307,5,1.63
"2021-06-01 00:00:00+05:30",19,307,6,1.95
"2021-06-01 00:00:00+05:30",20,307,7,2.28
"2021-06-01 00:00:00+05:30",21,307,8,2.61
"2021-06-01 00:00:00+05:30",22,307,5,1.63
"2021-06-01 00:00:00+05:30",23,307,5,1.63
"2021-06-01 00:00:00+05:30",24,307,11,3.58
"2021-06-01 00:00:00+05:30",25,307,8,2.61
"2021-06-01 00:00:00+05:30",26,307,4,1.30
"2021-06-01 00:00:00+05:30",27,307,6,1.95
"2021-06-01 00:00:00+05:30",28,307,10,3.26
"2021-06-01 00:00:00+05:30",29,307,4,1.30
"2021-06-01 00:00:00+05:30",30,307,4,1.30
"2021-06-01 00:00:00+05:30",31,307,8,2.61
"2021-06-01 00:00:00+05:30",32,307,9,2.93
"2021-06-01 00:00:00+05:30",33,307,8,2.61
"2021-06-01 00:00:00+05:30",34,307,2,0.65
"2021-06-01 00:00:00+05:30",35,307,5,1.63
"2021-06-01 00:00:00+05:30",36,307,4,1.30
"2021-06-01 00:00:00+05:30",37,307,3,0.98
"2021-06-01 00:00:00+05:30",38,307,7,2.28
"2021-06-01 00:00:00+05:30",39,307,5,1.63
"2021-06-01 00:00:00+05:30",40,307,4,1.30
"2021-06-01 00:00:00+05:30",41,307,9,2.93
"2021-06-01 00:00:00+05:30",42,307,8,2.61
"2021-06-01 00:00:00+05:30",43,307,11,3.58
"2021-06-01 00:00:00+05:30",44,307,5,1.63
"2021-06-01 00:00:00+05:30",45,307,9,2.93
"2021-06-01 00:00:00+05:30",46,307,6,1.95
"2021-06-01 00:00:00+05:30",47,307,3,0.98
"2021-06-01 00:00:00+05:30",48,307,7,2.28
"2021-06-01 00:00:00+05:30",49,307,7,2.28
"2021-06-01 00:00:00+05:30",50,307,7,2.28
"2021-06-01 00:00:00+05:30",51,307,10,3.26
"2021-06-01 00:00:00+05:30",52,307,2,0.65
"2021-07-01 00:00:00+05:30",0,329,329,100.00
"2021-07-01 00:00:00+05:30",1,329,5,1.52
"2021-07-01 00:00:00+05:30",2,329,3,0.91
"2021-07-01 00:00:00+05:30",3,329,6,1.82
"2021-07-01 00:00:00+05:30",4,329,8,2.43
"2021-07-01 00:00:00+05:30",5,329,5,1.52
"2021-07-01 00:00:00+05:30",6,329,9,2.74
"2021-07-01 00:00:00+05:30",7,329,5,1.52
"2021-07-01 00:00:00+05:30",8,329,9,2.74
"2021-07-01 00:00:00+05:30",9,329,8,2.43
"2021-07-01 00:00:00+05:30",10,329,8,2.43
"2021-07-01 00:00:00+05:30",11,329,8,2.43
"2021-07-01 00:00:00+05:30",12,329,5,1.52
"2021-07-01 00:00:00+05:30",13,329,9,2.74
"2021-07-01 00:00:00+05:30",14,329,7,2.13
"2021-07-01 00:00:00+05:30",15,329,9,2.74
"2021-07-01 00:00:00+05:30",16,329,6,1.82
"2021-07-01 00:00:00+05:30",17,329,11,3.34
"2021-07-01 00:00:00+05:30",18,329,9,2.74
"2021-07-01 00:00:00+05:30",19,329,7,2.13
"2021-07-01 00:00:00+05:30",20,329,6,1.82
"2021-07-01 00:00:00+05:30",21,329,12,3.65
"2021-07-01 00:00:00+05:30",22,329,7,2.13
"2021-07-01 00:00:00+05:30",23,329,10,3.04
"2021-07-01 00:00:00+05:30",24,329,7,2.13
"2021-07-01 00:00:00+05:30",25,329,5,1.52
"2021-07-01 00:00:00+05:30",26,329,4,1.22
"2021-07-01 00:00:00+05:30",27,329,4,1.22
"2021-07-01 00:00:00+05:30",28,329,8,2.43
"2021-07-01 00:00:00+05:30",29,329,9,2.74
"2021-07-01 00:00:00+05:30",30,329,7,2.13
"2021-07-01 00:00:00+05:30",31,329,8,2.43
"2021-07-01 00:00:00+05:30",32,329,6,1.82
"2021-07-01 00:00:00+05:30",33,329,3,0.91
"2021-07-01 00:00:00+05:30",34,329,10,3.04
"2021-07-01 00:00:00+05:30",35,329,6,1.82
"2021-07-01 00:00:00+05:30",36,329,11,3.34
"2021-07-01 00:00:00+05:30",37,329,4,1.22
"2021-07-01 00:00:00+05:30",38,329,3,0.91
"2021-07-01 00:00:00+05:30",39,329,11,3.34
"2021-07-01 00:00:00+05:30",40,329,14,4.26
"2021-07-01 00:00:00+05:30",41,329,5,1.52
"2021-07-01 00:00:00+05:30",42,329,11,3.34
"2021-07-01 00:00:00+05:30",43,329,5,1.52
"2021-07-01 00:00:00+05:30",44,329,8,2.43
"2021-07-01 00:00:00+05:30",45,329,10,3.04
"2021-07-01 00:00:00+05:30",46,329,10,3.04
"2021-07-01 00:00:00+05:30",47,329,7,2.13
"2021-07-01 00:00:00+05:30",48,329,8,2.43
"2021-07-01 00:00:00+05:30",49,329,7,2.13
"2021-07-01 00:00:00+05:30",50,329,8,2.43
"2021-07-01 00:00:00+05:30",51,329,8,2.43
"2021-08-01 00:00:00+05:30",0,310,310,100.00
"2021-08-01 00:00:00+05:30",1,310,8,2.58
"2021-08-01 00:00:00+05:30",2,310,6,1.94
"2021-08-01 00:00:00+05:30",3,310,7,2.26
"2021-08-01 00:00:00+05:30",4,310,7,2.26
"2021-08-01 00:00:00+05:30",5,310,10,3.23
"2021-08-01 00:00:00+05:30",6,310,6,1.94
"2021-08-01 00:00:00+05:30",7,310,7,2.26
"2021-08-01 00:00:00+05:30",8,310,4,1.29
"2021-08-01 00:00:00+05:30",9,310,8,2.58
"2021-08-01 00:00:00+05:30",10,310,13,4.19
"2021-08-01 00:00:00+05:30",11,310,5,1.61
"2021-08-01 00:00:00+05:30",12,310,7,2.26
"2021-08-01 00:00:00+05:30",13,310,5,1.61
"2021-08-01 00:00:00+05:30",14,310,7,2.26
"2021-08-01 00:00:00+05:30",15,310,16,5.16
"2021-08-01 00:00:00+05:30",16,310,12,3.87
"2021-08-01 00:00:00+05:30",17,310,11,3.55
"2021-08-01 00:00:00+05:30",18,310,5,1.61
"2021-08-01 00:00:00+05:30",19,310,9,2.90
"2021-08-01 00:00:00+05:30",20,310,5,1.61
"2021-08-01 00:00:00+05:30",21,310,5,1.61
"2021-08-01 00:00:00+05:30",22,310,8,2.58
"2021-08-01 00:00:00+05:30",23,310,5,1.61
"2021-08-01 00:00:00+05:30",24,310,6,1.94
"2021-08-01 00:00:00+05:30",25,310,1,0.32
"2021-08-01 00:00:00+05:30",26,310,8,2.58
"2021-08-01 00:00:00+05:30",27,310,5,1.61
"2021-08-01 00:00:00+05:30",28,310,8,2.58
"2021-08-01 00:00:00+05:30",29,310,10,3.23
"2021-08-01 00:00:00+05:30",30,310,9,2.90
"2021-08-01 00:00:00+05:30",31,310,2,0.65
"2021-08-01 00:00:00+05:30",32,310,9,2.90
"2021-08-01 00:00:00+05:30",33,310,9,2.90
"2021-08-01 00:00:00+05:30",34,310,5,1.61
"2021-08-01 00:00:00+05:30",35,310,8,2.58
"2021-08-01 00:00:00+05:30",36,310,10,3.23
"2021-08-01 00:00:00+05:30",37,310,12,3.87
"2021-08-01 00:00:00+05:30",38,310,7,2.26
"2021-08-01 00:00:00+05:30",39,310,4,1.29
"2021-08-01 00:00:00+05:30",40,310,5,1.61
"2021-08-01 00:00:00+05:30",41,310,5,1.61
"2021-08-01 00:00:00+05:30",42,310,6,1.94
"2021-08-01 00:00:00+05:30",43,310,3,0.97
"2021-08-01 00:00:00+05:30",44,310,12,3.87
"2021-08-01 00:00:00+05:30",45,310,10,3.23
"2021-08-01 00:00:00+05:30",46,310,7,2.26
"2021-08-01 00:00:00+05:30",47,310,8,2.58
"2021-08-01 00:00:00+05:30",48,310,8,2.58
"2021-08-01 00:00:00+05:30",49,310,9,2.90
"2021-08-01 00:00:00+05:30",50,310,10,3.23
"2021-09-01 00:00:00+05:30",0,298,298,100.00
"2021-09-01 00:00:00+05:30",1,298,11,3.69
"2021-09-01 00:00:00+05:30",2,298,10,3.36
"2021-09-01 00:00:00+05:30",3,298,11,3.69
"2021-09-01 00:00:00+05:30",4,298,4,1.34
"2021-09-01 00:00:00+05:30",5,298,11,3.69
"2021-09-01 00:00:00+05:30",6,298,7,2.35
"2021-09-01 00:00:00+05:30",7,298,7,2.35
"2021-09-01 00:00:00+05:30",8,298,7,2.35
"2021-09-01 00:00:00+05:30",9,298,8,2.68
"2021-09-01 00:00:00+05:30",10,298,4,1.34
"2021-09-01 00:00:00+05:30",11,298,8,2.68
"2021-09-01 00:00:00+05:30",12,298,5,1.68
"2021-09-01 00:00:00+05:30",13,298,2,0.67
"2021-09-01 00:00:00+05:30",14,298,4,1.34
"2021-09-01 00:00:00+05:30",15,298,4,1.34
"2021-09-01 00:00:00+05:30",16,298,3,1.01
"2021-09-01 00:00:00+05:30",17,298,6,2.01
"2021-09-01 00:00:00+05:30",18,298,6,2.01
"2021-09-01 00:00:00+05:30",19,298,5,1.68
"2021-09-01 00:00:00+05:30",20,298,15,5.03
"2021-09-01 00:00:00+05:30",21,298,6,2.01
"2021-09-01 00:00:00+05:30",22,298,9,3.02
"2021-09-01 00:00:00+05:30",23,298,3,1.01
"2021-09-01 00:00:00+05:30",24,298,4,1.34
"2021-09-01 00:00:00+05:30",25,298,7,2.35
"2021-09-01 00:00:00+05:30",26,298,5,1.68
"2021-09-01 00:00:00+05:30",27,298,9,3.02
"2021-09-01 00:00:00+05:30",28,298,7,2.35
"2021-09-01 00:00:00+05:30",29,298,7,2.35
"2021-09-01 00:00:00+05:30",30,298,6,2.01
"2021-09-01 00:00:00+05:30",31,298,6,2.01
"2021-09-01 00:00:00+05:30",32,298,8,2.68
"2021-09-01 00:00:00+05:30",33,298,8,2.68
"2021-09-01 00:00:00+05:30",34,298,4,1.34
"2021-09-01 00:00:00+05:30",35,298,3,1.01
"2021-09-01 00:00:00+05:30",36,298,9,3.02
"2021-09-01 00:00:00+05:30",37,298,8,2.68
"2021-09-01 00:00:00+05:30",38,298,6,2.01
"2021-09-01 00:00:00+05:30",39,298,10,3.36
"2021-09-01 00:00:00+05:30",40,298,7,2.35
"2021-09-01 00:00:00+05:30",41,298,8,2.68
"2021-09-01 00:00:00+05:30",42,298,8,2.68
"2021-09-01 00:00:00+05:30",43,298,12,4.03
"2021-09-01 00:00:00+05:30",44,298,4,1.34
"2021-09-01 00:00:00+05:30",45,298,9,3.02
"2021-09-01 00:00:00+05:30",46,298,4,1.34
"2021-09-01 00:00:00+05:30",47,298,10,3.36
"2021-09-01 00:00:00+05:30",48,298,6,2.01
"2021-09-01 00:00:00+05:30",49,298,3,1.01
"2021-10-01 00:00:00+05:30",0,299,299,100.00
"2021-10-01 00:00:00+05:30",1,299,6,2.01
"2021-10-01 00:00:00+05:30",2,299,8,2.68
"2021-10-01 00:00:00+05:30",3,299,6,2.01
"2021-10-01 00:00:00+05:30",4,299,4,1.34
"2021-10-01 00:00:00+05:30",5,299,10,3.34
"2021-10-01 00:00:00+05:30",6,299,5,1.67
"2021-10-01 00:00:00+05:30",7,299,6,2.01
"2021-10-01 00:00:00+05:30",8,299,8,2.68
"2021-10-01 00:00:00+05:30",9,299,10,3.34
"2021-10-01 00:00:00+05:30",10,299,5,1.67
"2021-10-01 00:00:00+05:30",11,299,3,1.00
"2021-10-01 00:00:00+05:30",12,299,9,3.01
"2021-10-01 00:00:00+05:30",13,299,6,2.01
"2021-10-01 00:00:00+05:30",14,299,7,2.34
"2021-10-01 00:00:00+05:30",15,299,2,0.67
"2021-10-01 00:00:00+05:30",16,299,7,2.34
"2021-10-01 00:00:00+05:30",17,299,9,3.01
"2021-10-01 00:00:00+05:30",18,299,4,1.34
"2021-10-01 00:00:00+05:30",19,299,5,1.67
"2021-10-01 00:00:00+05:30",20,299,7,2.34
"2021-10-01 00:00:00+05:30",21,299,8,2.68
"2021-10-01 00:00:00+05:30",22,299,5,1.67
"2021-10-01 00:00:00+05:30",23,299,5,1.67
"2021-10-01 00:00:00+05:30",24,299,6,2.01
"2021-10-01 00:00:00+05:30",25,299,9,3.01
"2021-10-01 00:00:00+05:30",26,299,6,2.01
"2021-10-01 00:00:00+05:30",27,299,6,2.01
"2021-10-01 00:00:00+05:30",28,299,8,2.68
"2021-10-01 00:00:00+05:30",29,299,4,1.34
"2021-10-01 00:00:00+05:30",30,299,6,2.01
"2021-10-01 00:00:00+05:30",31,299,9,3.01
"2021-10-01 00:00:00+05:30",32,299,8,2.68
"2021-10-01 00:00:00+05:30",33,299,7,2.34
"2021-10-01 00:00:00+05:30",34,299,6,2.01
"2021-10-01 00:00:00+05:30",35,299,10,3.34
"2021-10-01 00:00:00+05:30",36,299,9,3.01
"2021-10-01 00:00:00+05:30",37,299,9,3.01
"2021-10-01 00:00:00+05:30",38,299,8,2.68
"2021-10-01 00:00:00+05:30",39,299,10,3.34
"2021-10-01 00:00:00+05:30",40,299,8,2.68
"2021-10-01 00:00:00+05:30",41,299,8,2.68
"2021-10-01 00:00:00+05:30",42,299,5,1.67
"2021-10-01 00:00:00+05:30",43,299,8,2.68
"2021-10-01 00:00:00+05:30",44,299,7,2.34
"2021-10-01 00:00:00+05:30",45,299,7,2.34
"2021-10-01 00:00:00+05:30",46,299,8,2.68
"2021-10-01 00:00:00+05:30",47,299,3,1.00
"2021-10-01 00:00:00+05:30",48,299,7,2.34
"2021-11-01 00:00:00+05:30",0,298,298,100.00
"2021-11-01 00:00:00+05:30",1,298,5,1.68
"2021-11-01 00:00:00+05:30",2,298,10,3.36
"2021-11-01 00:00:00+05:30",3,298,6,2.01
"2021-11-01 00:00:00+05:30",4,298,4,1.34
"2021-11-01 00:00:00+05:30",5,298,3,1.01
"2021-11-01 00:00:00+05:30",6,298,6,2.01
"2021-11-01 00:00:00+05:30",7,298,6,2.01
"2021-11-01 00:00:00+05:30",8,298,10,3.36
"2021-11-01 00:00:00+05:30",9,298,5,1.68
"2021-11-01 00:00:00+05:30",10,298,4,1.34
"2021-11-01 00:00:00+05:30",11,298,8,2.68
"2021-11-01 00:00:00+05:30",12,298,8,2.68
"2021-11-01 00:00:00+05:30",13,298,7,2.35
"2021-11-01 00:00:00+05:30",14,298,10,3.36
"2021-11-01 00:00:00+05:30",15,298,7,2.35
"2021-11-01 00:00:00+05:30",16,298,6,2.01
"2021-11-01 00:00:00+05:30",17,298,8,2.68
"2021-11-01 00:00:00+05:30",18,298,5,1.68
"2021-11-01 00:00:00+05:30",19,298,13,4.36
"2021-11-01 00:00:00+05:30",20,298,4,1.34
"2021-11-01 00:00:00+05:30",21,298,13,4.36
"2021-11-01 00:00:00+05:30",22,298,7,2.35
"2021-11-01 00:00:00+05:30",23,298,7,2.35
"2021-11-01 00:00:00+05:30",24,298,5,1.68
"2021-11-01 00:00:00+05:30",25,298,8,2.68
"2021-11-01 00:00:00+05:30",26,298,6,2.01
"2021-11-01 00:00:00+05:30",27,298,6,2.01
"2021-11-01 00:00:00+05:30",28,298,7,2.35
"2021-11-01 00:00:00+05:30",29,298,4,1.34
"2021-11-01 00:00:00+05:30",30,298,5,1.68
"2021-11-01 00:00:00+05:30",31,298,7,2.35
"2021-11-01 00:00:00+05:30",32,298,6,2.01
"2021-11-01 00:00:00+05:30",33,298,3,1.01
"2021-11-01 00:00:00+05:30",34,298,6,2.01
"2021-11-01 00:00:00+05:30",35,298,8,2.68
"2021-11-01 00:00:00+05:30",36,298,13,4.36
"2021-11-01 00:00:00+05:30",37,298,3,1.01
"2021-11-01 00:00:00+05:30",38,298,13,4.36
"2021-11-01 00:00:00+05:30",39,298,7,2.35
"2021-11-01 00:00:00+05:30",40,298,11,3.69
"2021-11-01 00:00:00+05:30",41,298,8,2.68
"2021-11-01 00:00:00+05:30",42,298,7,2.35
"2021-11-01 00:00:00+05:30",43,298,7,2.35
"2021-11-01 00:00:00+05:30",44,298,8,2.68
"2021-11-01 00:00:00+05:30",45,298,8,2.68
"2021-11-01 00:00:00+05:30",46,298,6,2.01
"2021-11-01 00:00:00+05:30",47,298,5,1.68
"2021-12-01 00:00:00+05:30",0,283,283,100.00
"2021-12-01 00:00:00+05:30",1,283,5,1.77
"2021-12-01 00:00:00+05:30",2,283,10,3.53
"2021-12-01 00:00:00+05:30",3,283,4,1.41
"2021-12-01 00:00:00+05:30",4,283,8,2.83
"2021-12-01 00:00:00+05:30",5,283,4,1.41
"2021-12-01 00:00:00+05:30",6,283,2,0.71
"2021-12-01 00:00:00+05:30",7,283,5,1.77
"2021-12-01 00:00:00+05:30",8,283,7,2.47
"2021-12-01 00:00:00+05:30",9,283,9,3.18
"2021-12-01 00:00:00+05:30",10,283,3,1.06
"2021-12-01 00:00:00+05:30",11,283,9,3.18
"2021-12-01 00:00:00+05:30",12,283,7,2.47
"2021-12-01 00:00:00+05:30",13,283,8,2.83
"2021-12-01 00:00:00+05:30",14,283,6,2.12
"2021-12-01 00:00:00+05:30",15,283,6,2.12
"2021-12-01 00:00:00+05:30",16,283,3,1.06
"2021-12-01 00:00:00+05:30",17,283,1,0.35
"2021-12-01 00:00:00+05:30",18,283,5,1.77
"2021-12-01 00:00:00+05:30",19,283,5,1.77
"2021-12-01 00:00:00+05:30",20,283,14,4.95
"2021-12-01 00:00:00+05:30",21,283,7,2.47
"2021-12-01 00:00:00+05:30",22,283,5,1.77
"2021-12-01 00:00:00+05:30",23,283,4,1.41
"2021-12-01 00:00:00+05:30",24,283,6,2.12
"2021-12-01 00:00:00+05:30",25,283,5,1.77
"2021-12-01 00:00:00+05:30",26,283,4,1.41
"2021-12-01 00:00:00+05:30",27,283,9,3.18
"2021-12-01 00:00:00+05:30",28,283,5,1.77
"2021-12-01 00:00:00+05:30",29,283,11,3.89
"2021-12-01 00:00:00+05:30",30,283,8,2.83
"2021-12-01 00:00:00+05:30",31,283,10,3.53
"2021-12-01 00:00:00+05:30",32,283,7,2.47
"2021-12-01 00:00:00+05:30",33,283,4,1.41
"2021-12-01 00:00:00+05:30",34,283,8,2.83
"2021-12-01 00:00:00+05:30",35,283,6,2.12
"2021-12-01 00:00:00+05:30",36,283,5,1.77
"2021-12-01 00:00:00+05:30",37,283,5,1.77
"2021-12-01 00:00:00+05:30",38,283,9,3.18
"2021-12-01 00:00:00+05:30",39,283,11,3.89
"2021-12-01 00:00:00+05:30",40,283,4,1.41
"2021-12-01 00:00:00+05:30",41,283,5,1.77
"2021-12-01 00:00:00+05:30",42,283,2,0.71
"2021-12-01 00:00:00+05:30",43,283,1,0.35
"2021-12-01 00:00:00+05:30",44,283,8,2.83
"2021-12-01 00:00:00+05:30",45,283,10,3.53
"2021-12-01 00:00:00+05:30",46,283,8,2.83
"2022-01-01 00:00:00+05:30",0,280,280,100.00
"2022-01-01 00:00:00+05:30",1,280,3,1.07
"2022-01-01 00:00:00+05:30",2,280,4,1.43
"2022-01-01 00:00:00+05:30",3,280,8,2.86
"2022-01-01 00:00:00+05:30",4,280,8,2.86
"2022-01-01 00:00:00+05:30",5,280,3,1.07
"2022-01-01 00:00:00+05:30",6,280,11,3.93
"2022-01-01 00:00:00+05:30",7,280,5,1.79
"2022-01-01 00:00:00+05:30",8,280,8,2.86
"2022-01-01 00:00:00+05:30",9,280,6,2.14
"2022-01-01 00:00:00+05:30",10,280,5,1.79
"2022-01-01 00:00:00+05:30",11,280,6,2.14
"2022-01-01 00:00:00+05:30",12,280,8,2.86
"2022-01-01 00:00:00+05:30",13,280,3,1.07
"2022-01-01 00:00:00+05:30",14,280,9,3.21
"2022-01-01 00:00:00+05:30",15,280,5,1.79
"2022-01-01 00:00:00+05:30",16,280,5,1.79
"2022-01-01 00:00:00+05:30",17,280,3,1.07
"2022-01-01 00:00:00+05:30",18,280,11,3.93
"2022-01-01 00:00:00+05:30",19,280,3,1.07
"2022-01-01 00:00:00+05:30",20,280,7,2.50
"2022-01-01 00:00:00+05:30",21,280,5,1.79
"2022-01-01 00:00:00+05:30",22,280,4,1.43
"2022-01-01 00:00:00+05:30",23,280,5,1.79
"2022-01-01 00:00:00+05:30",24,280,4,1.43
"2022-01-01 00:00:00+05:30",25,280,8,2.86
"2022-01-01 00:00:00+05:30",26,280,7,2.50
"2022-01-01 00:00:00+05:30",27,280,8,2.86
"2022-01-01 00:00:00+05:30",28,280,12,4.29
"2022-01-01 00:00:00+05:30",29,280,7,2.50
"2022-01-01 00:00:00+05:30",30,280,8,2.86
"2022-01-01 00:00:00+05:30",31,280,6,2.14
"2022-01-01 00:00:00+05:30",32,280,7,2.50
"2022-01-01 00:00:00+05:30",33,280,7,2.50
"2022-01-01 00:00:00+05:30",34,280,9,3.21
"2022-01-01 00:00:00+05:30",35,280,7,2.50
"2022-01-01 00:00:00+05:30",36,280,8,2.86
"2022-01-01 00:00:00+05:30",37,280,3,1.07
"2022-01-01 00:00:00+05:30",38,280,11,3.93
"2022-01-01 00:00:00+05:30",39,280,6,2.14
"2022-01-01 00:00:00+05:30",40,280,6,2.14
"2022-01-01 00:00:00+05:30",41,280,8,2.86
"2022-01-01 00:00:00+05:30",42,280,11,3.93
"2022-01-01 00:00:00+05:30",43,280,16,5.71
"2022-01-01 00:00:00+05:30",44,280,16,5.71
"2022-01-01 00:00:00+05:30",45,280,6,2.14
"2022-02-01 00:00:00+05:30",0,234,234,100.00
"2022-02-01 00:00:00+05:30",1,234,3,1.28
"2022-02-01 00:00:00+05:30",2,234,3,1.28
"2022-02-01 00:00:00+05:30",3,234,10,4.27
"2022-02-01 00:00:00+05:30",4,234,7,2.99
"2022-02-01 00:00:00+05:30",5,234,2,0.85
"2022-02-01 00:00:00+05:30",6,234,5,2.14
"2022-02-01 00:00:00+05:30",7,234,3,1.28
"2022-02-01 00:00:00+05:30",8,234,4,1.71
"2022-02-01 00:00:00+05:30",9,234,9,3.85
"2022-02-01 00:00:00+05:30",10,234,3,1.28
"2022-02-01 00:00:00+05:30",11,234,6,2.56
"2022-02-01 00:00:00+05:30",12,234,4,1.71
"2022-02-01 00:00:00+05:30",13,234,6,2.56
"2022-02-01 00:00:00+05:30",14,234,7,2.99
"2022-02-01 00:00:00+05:30",15,234,3,1.28
"2022-02-01 00:00:00+05:30",16,234,6,2.56
"2022-02-01 00:00:00+05:30",17,234,6,2.56
"2022-02-01 00:00:00+05:30",18,234,10,4.27
"2022-02-01 00:00:00+05:30",19,234,11,4.70
"2022-02-01 00:00:00+05:30",20,234,7,2.99
"2022-02-01 00:00:00+05:30",21,234,5,2.14
"2022-02-01 00:00:00+05:30",22,234,5,2.14
"2022-02-01 00:00:00+05:30",23,234,5,2.14
"2022-02-01 00:00:00+05:30",24,234,10,4.27
"2022-02-01 00:00:00+05:30",25,234,1,0.43
"2022-02-01 00:00:00+05:30",26,234,3,1.28
"2022-02-01 00:00:00+05:30",27,234,4,1.71
"2022-02-01 00:00:00+05:30",28,234,9,3.85
"2022-02-01 00:00:00+05:30",29,234,1,0.43
"2022-02-01 00:00:00+05:30",30,234,3,1.28
"2022-02-01 00:00:00+05:30",31,234,1,0.43
"2022-02-01 00:00:00+05:30",32,234,4,1.71
"2022-02-01 00:00:00+05:30",33,234,3,1.28
"2022-02-01 00:00:00+05:30",34,234,8,3.42
"2022-02-01 00:00:00+05:30",35,234,3,1.28
"2022-02-01 00:00:00+05:30",36,234,7,2.99
"2022-02-01 00:00:00+05:30",37,234,5,2.14
"2022-02-01 00:00:00+05:30",38,234,5,2.14
"2022-02-01 00:00:00+05:30",39,234,4,1.71
"2022-02-01 00:00:00+05:30",40,234,6,2.56
"2022-02-01 00:00:00+05:30",41,234,9,3.85
"2022-02-01 00:00:00+05:30",42,234,6,2.56
