"product_id","product_name","product_category","total_reviews","avg_rating","min_rating","max_rating","total_orders","total_quantity_sold","total_revenue","rating_segment"
588,"Water Bottle DarkBlue 459","Sports",6,4.17,3,5,49,74,5742.40,"Good"
589,"Yoga Mat Sienna 226","Sports",2,4.50,4,5,15,17,3695.63,"Good"
590,"Cycling Helmet Azure 386","Sports",2,4.50,4,5,27,32,4868.16,"Good"
591,"Yoga Mat LightSteelBlue 240","Sports",14,3.64,2,4,69,100,4363.00,"Average"
592,"Water Bottle Salmon 250","Sports",3,3.00,2,4,19,32,5785.92,"Average"
593,"Water Bottle Crimson 945","Sports",4,4.00,3,5,28,41,5859.72,"Good"
594,"Yoga Mat Tan 530","Sports",3,4.67,4,5,12,12,3381.24,"Good"
595,"Water Bottle RoyalBlue 505","Sports",1,5.00,5,5,15,20,5064.00,"Good"
596,"Yoga Mat LightGreen 346","Sports",4,4.25,3,5,10,12,2818.32,"Good"
597,"Tennis Racket Orange 677","Sports",3,4.00,3,5,21,30,6507.90,"Good"
598,"Tennis Racket HoneyDew 154","Sports",1,5.00,5,5,8,8,1967.92,"Good"
599,"Tennis Racket HoneyDew 461","Sports",7,4.14,3,5,27,34,5408.38,"Good"
600,"Dumbbell Crimson 111","Sports",3,3.33,1,5,13,19,4981.61,"Average"
601,"Tennis Racket DarkGoldenRod 432","Sports",14,4.00,2,5,83,110,4382.40,"Good"
602,"Cycling Helmet DarkTurquoise 330","Sports",14,4.36,3,5,68,92,6129.96,"Good"
603,"Dumbbell Violet 564","Sports",6,4.00,2,5,27,31,4056.35,"Good"
604,"Yoga Mat LightGray 141","Sports",2,3.50,2,5,9,9,2198.79,"Average"
605,"Yoga Mat MistyRose 794","Sports",0,NULL,NULL,NULL,8,11,2868.36,"No Reviews"
606,"Water Bottle DarkSeaGreen 136","Sports",7,4.29,2,5,46,56,4919.04,"Good"
607,"Water Bottle Teal 113","Sports",9,3.44,2,4,80,97,3622.95,"Average"
608,"Cycling Helmet LightSeaGreen 215","Sports",11,4.27,2,5,53,71,5474.10,"Good"
609,"Tennis Racket DarkOliveGreen 161","Sports",9,4.11,2,5,52,60,6569.40,"Good"
610,"Water Bottle Moccasin 374","Sports",1,3.00,3,3,8,9,2592.45,"Average"
611,"Yoga Mat Lavender 251","Sports",6,3.83,2,5,33,44,6344.36,"Average"
612,"Cycling Helmet SpringGreen 400","Sports",14,4.21,3,5,85,107,4727.26,"Good"
613,"Cycling Helmet SlateBlue 853","Sports",4,4.25,3,5,26,30,5297.40,"Good"
614,"Yoga Mat OrangeRed 565","Sports",4,4.50,4,5,14,20,4484.00,"Good"
615,"Water Bottle Bisque 495","Sports",5,4.20,3,5,13,17,3585.13,"Good"
616,"Dumbbell DimGray 661","Sports",4,4.00,4,4,25,36,6054.48,"Good"
617,"Tennis Racket AliceBlue 417","Sports",6,4.00,3,5,27,38,7103.72,"Good"
618,"Yoga Mat SlateGray 624","Sports",11,4.09,1,5,57,74,5826.76,"Good"
619,"Water Bottle RoyalBlue 112","Sports",4,2.75,2,3,34,44,5275.16,"Needs Attention"
620,"Tennis Racket PaleGreen 431","Sports",17,4.29,2,5,74,103,5705.17,"Good"
621,"Water Bottle LimeGreen 999","Sports",6,4.50,3,5,49,65,6697.60,"Highly Rated"
622,"Dumbbell DarkTurquoise 262","Sports",5,3.60,1,5,52,72,6788.88,"Average"
623,"Water Bottle PapayaWhip 550","Sports",18,3.94,1,5,96,120,3301.20,"Average"
624,"Yoga Mat MediumTurquoise 462","Sports",6,4.17,2,5,33,50,7948.00,"Good"
625,"Yoga Mat OldLace 793","Sports",9,3.67,1,5,32,39,6244.29,"Average"
626,"Dumbbell Maroon 243","Sports",3,2.33,1,3,42,49,6354.81,"Needs Attention"
627,"Dumbbell DarkOrchid 940","Sports",2,4.00,4,4,28,37,6954.52,"Good"
628,"Water Bottle MediumPurple 877","Sports",8,3.88,2,5,80,99,3540.24,"Average"
629,"Cycling Helmet AliceBlue 747","Sports",5,3.40,2,5,49,62,5360.52,"Average"
630,"Dumbbell MediumOrchid 520","Sports",8,3.88,3,5,44,60,7716.60,"Average"
631,"Water Bottle MediumSlateBlue 685","Sports",5,3.20,2,5,29,36,6446.16,"Average"
632,"Dumbbell Orchid 993","Sports",8,3.25,1,5,37,48,6241.44,"Average"
633,"Water Bottle DarkOrchid 563","Sports",6,3.83,1,5,24,37,6857.58,"Average"
634,"Cycling Helmet Gray 461","Sports",8,4.00,2,5,47,64,5895.04,"Good"
635,"Cycling Helmet Aquamarine 763","Sports",4,4.50,4,5,25,34,5495.42,"Good"
636,"Tennis Racket LightSteelBlue 611","Sports",15,3.87,2,5,93,120,1196.40,"Average"
637,"Cycling Helmet LightCoral 411","Sports",8,3.75,2,5,35,55,7571.30,"Average"
638,"Dumbbell Navy 337","Sports",8,3.88,3,5,38,47,6354.87,"Average"
639,"Yoga Mat Coral 963","Sports",0,NULL,NULL,NULL,10,11,2727.12,"No Reviews"
640,"Water Bottle OrangeRed 309","Sports",1,5.00,5,5,8,11,2780.14,"Good"
641,"Cycling Helmet Orange 126","Sports",1,3.00,3,3,8,8,2146.00,"Average"
642,"Yoga Mat Crimson 407","Sports",3,3.33,2,5,51,60,4974.60,"Average"
643,"Water Bottle MistyRose 547","Sports",1,1.00,1,1,15,30,7015.80,"Needs Attention"
644,"Water Bottle Pink 540","Sports",0,NULL,NULL,NULL,11,11,2740.10,"No Reviews"
645,"Cycling Helmet LightSalmon 792","Sports",5,4.40,4,5,34,35,5024.60,"Good"
646,"Tennis Racket BurlyWood 169","Sports",7,4.71,4,5,33,43,6032.47,"Highly Rated"
647,"Water Bottle LightSeaGreen 612","Sports",13,3.92,2,5,71,99,7420.05,"Average"
648,"Cycling Helmet DarkKhaki 257","Sports",0,NULL,NULL,NULL,13,20,3947.40,"No Reviews"
649,"Dumbbell CadetBlue 550","Sports",1,5.00,5,5,4,7,2027.41,"Good"
650,"Water Bottle LightSlateGray 808","Sports",1,5.00,5,5,13,16,4328.80,"Good"
651,"Water Bottle DeepPink 471","Sports",2,2.00,1,3,12,16,3615.52,"Needs Attention"
652,"Tennis Racket LightBlue 418","Sports",3,3.33,1,5,40,54,6213.24,"Average"
653,"Water Bottle LightGreen 401","Sports",10,4.30,2,5,60,72,4267.44,"Good"
654,"Tennis Racket PowderBlue 530","Sports",3,4.00,3,5,15,18,4456.80,"Good"
655,"Dumbbell Teal 312","Sports",3,4.67,4,5,30,40,6440.80,"Good"
656,"Water Bottle Maroon 161","Sports",1,5.00,5,5,7,7,1881.60,"Good"
657,"Water Bottle Gold 746","Sports",6,4.33,3,5,27,45,8284.95,"Good"
658,"Yoga Mat Navy 102","Sports",2,4.50,4,5,23,35,7349.65,"Good"
659,"Tennis Racket Pink 411","Sports",4,3.00,3,3,24,31,6680.81,"Average"
660,"Cycling Helmet Black 784","Sports",1,4.00,4,4,10,10,2539.10,"Good"
661,"Yoga Mat PaleGoldenRod 666","Sports",9,3.78,1,5,58,71,4644.82,"Average"
662,"Water Bottle GreenYellow 644","Sports",6,4.00,3,5,54,73,6254.64,"Good"
663,"Water Bottle Cyan 520","Sports",1,4.00,4,4,3,3,897.48,"Good"
664,"Water Bottle BurlyWood 877","Sports",11,4.00,2,5,80,106,4608.88,"Good"
665,"Water Bottle PaleVioletRed 274","Sports",12,4.00,2,5,85,126,4931.64,"Good"
666,"Water Bottle RoyalBlue 540","Sports",4,4.25,3,5,34,42,6350.40,"Good"
667,"Yoga Mat DarkSlateGray 692","Sports",4,3.75,2,5,16,22,4352.26,"Average"
668,"Tennis Racket LightSlateGray 382","Sports",10,3.70,2,5,70,87,4352.61,"Average"
669,"Dumbbell SlateBlue 979","Sports",21,3.95,1,5,109,142,2499.20,"Average"
670,"Water Bottle BurlyWood 738","Sports",25,4.08,1,5,89,113,2983.20,"Good"
671,"Cycling Helmet DarkSalmon 505","Sports",18,3.56,1,5,94,124,1700.04,"Average"
672,"Water Bottle FloralWhite 155","Sports",4,4.25,3,5,14,14,3235.40,"Good"
673,"Water Bottle SeaShell 263","Sports",13,4.00,1,5,49,58,4499.64,"Good"
674,"Water Bottle PapayaWhip 987","Sports",1,2.00,2,2,5,5,1287.90,"Needs Attention"
675,"Cycling Helmet MediumSpringGreen 607","Sports",7,3.14,1,5,46,63,6090.21,"Average"
676,"Yoga Mat LightSkyBlue 835","Sports",11,4.55,2,5,47,57,4499.01,"Highly Rated"
677,"Water Bottle Lime 996","Sports",14,3.57,1,5,61,74,5376.10,"Average"
678,"Cycling Helmet LightCyan 189","Sports",21,4.00,1,5,101,121,1760.55,"Good"
679,"Dumbbell LightGoldenRodYellow 107","Sports",14,3.79,1,5,76,108,6222.96,"Average"
680,"Tennis Racket PaleGreen 443","Sports",7,4.86,4,5,41,71,8778.44,"Highly Rated"
681,"Water Bottle LawnGreen 766","Sports",1,5.00,5,5,10,10,2624.70,"Good"
682,"Yoga Mat LimeGreen 459","Sports",3,4.00,3,5,7,9,2598.12,"Good"
683,"Water Bottle SkyBlue 390","Sports",15,4.13,3,5,61,87,6918.24,"Good"
684,"Tennis Racket OrangeRed 780","Sports",11,4.36,3,5,68,89,6876.14,"Good"
685,"T-shirt DarkOrchid 822","Fashion",7,3.71,1,5,45,69,5074.95,"Average"
686,"Jeans FireBrick 955","Fashion",17,3.59,1,5,96,125,3223.75,"Average"
687,"Socks DodgerBlue 956","Fashion",11,3.91,1,5,70,88,2863.52,"Average"
688,"Socks Crimson 461","Fashion",3,3.67,2,5,23,27,4388.85,"Average"
689,"Jeans HoneyDew 694","Fashion",6,3.33,2,4,32,38,5574.98,"Average"
690,"Jeans SteelBlue 309","Fashion",9,4.22,3,5,70,81,5270.67,"Good"
691,"Jeans SpringGreen 823","Fashion",4,3.50,3,4,27,34,5875.54,"Average"
692,"Sneakers Indigo 476","Fashion",8,3.63,2,5,38,55,6733.10,"Average"
693,"Dress RoyalBlue 317","Fashion",6,4.50,4,5,54,77,4256.56,"Highly Rated"
694,"Jeans MediumSeaGreen 625","Fashion",7,3.57,2,5,24,30,5265.00,"Average"
695,"T-shirt RoyalBlue 890","Fashion",10,3.60,2,5,46,59,6618.62,"Average"
696,"Socks Pink 681","Fashion",9,3.89,1,5,52,59,4830.92,"Average"
697,"Jeans DarkSlateGray 188","Fashion",5,3.60,2,5,47,61,4127.87,"Average"
698,"Hoodie GoldenRod 428","Fashion",17,3.71,1,5,82,112,4702.88,"Average"
699,"Jeans LemonChiffon 675","Fashion",7,3.29,1,5,32,51,6897.75,"Average"
700,"Sneakers DarkGoldenRod 297","Fashion",4,4.00,3,5,20,22,3576.98,"Good"
701,"T-shirt ForestGreen 395","Fashion",8,4.38,3,5,28,39,5693.61,"Good"
702,"Jeans MediumSpringGreen 464","Fashion",9,4.22,3,5,32,46,7582.18,"Good"
703,"Jacket DarkGoldenRod 743","Fashion",4,3.50,2,5,21,27,4593.24,"Average"
704,"Hoodie MediumAquaMarine 383","Fashion",6,3.33,1,5,28,32,5547.84,"Average"
705,"Jeans LawnGreen 779","Fashion",8,3.63,2,5,73,100,1368.00,"Average"
706,"Hoodie NavajoWhite 774","Fashion",6,4.00,3,5,52,69,5207.43,"Good"
707,"Hoodie LightGoldenRodYellow 967","Fashion",9,4.22,3,5,41,57,8108.82,"Good"
708,"Jacket Green 286","Fashion",9,3.89,1,5,45,56,4234.16,"Average"
709,"Sneakers Beige 851","Fashion",17,4.41,3,5,78,97,2921.64,"Good"
710,"Jeans PaleVioletRed 140","Fashion",2,2.50,2,3,20,29,4199.78,"Needs Attention"
711,"Dress OliveDrab 410","Fashion",13,4.23,3,5,79,111,4341.21,"Good"
712,"Jeans PaleVioletRed 418","Fashion",4,4.00,3,5,51,68,5514.80,"Good"
713,"Hoodie Violet 959","Fashion",4,4.00,3,5,27,35,4569.60,"Good"
714,"Jeans HoneyDew 360","Fashion",8,4.00,2,5,43,53,6225.91,"Good"
715,"Jacket OldLace 100","Fashion",9,3.44,1,5,29,35,4783.45,"Average"
716,"T-shirt LightPink 393","Fashion",8,4.38,4,5,34,44,7399.92,"Good"
717,"T-shirt MediumSlateBlue 812","Fashion",6,3.50,1,5,29,37,6512.74,"Average"
718,"T-shirt Chocolate 138","Fashion",4,4.00,3,5,24,36,7021.08,"Good"
719,"Socks SpringGreen 453","Fashion",10,3.60,1,5,53,61,4218.76,"Average"
720,"Hoodie LightSeaGreen 861","Fashion",0,NULL,NULL,NULL,17,24,4402.08,"No Reviews"
721,"Jacket MistyRose 326","Fashion",4,4.50,4,5,23,30,5989.20,"Good"
722,"Sneakers DarkSalmon 534","Fashion",3,4.67,4,5,26,28,3059.00,"Good"
723,"Jacket SteelBlue 856","Fashion",3,4.00,2,5,20,27,5038.20,"Good"
724,"Hoodie Wheat 563","Fashion",1,5.00,5,5,20,27,4518.72,"Good"
725,"Dress IndianRed 538","Fashion",21,3.90,1,5,84,99,1824.57,"Average"
726,"Hoodie DarkGoldenRod 230","Fashion",5,4.20,3,5,30,36,3826.08,"Good"
727,"Jacket LightPink 819","Fashion",4,4.50,3,5,21,30,4628.70,"Good"
728,"Socks LightBlue 659","Fashion",2,3.50,3,4,19,23,3742.10,"Average"
729,"Jeans OliveDrab 656","Fashion",3,4.00,3,5,18,26,5047.38,"Good"
730,"Sneakers PaleGoldenRod 466","Fashion",10,4.20,2,5,70,77,4307.38,"Good"
731,"Sneakers RosyBrown 418","Fashion",20,4.05,1,5,61,84,7310.52,"Good"
732,"Jeans Plum 786","Fashion",7,4.43,4,5,66,90,3079.80,"Good"
733,"Jacket Magenta 627","Fashion",5,3.60,2,4,59,72,3864.24,"Average"
734,"Hoodie Beige 459","Fashion",8,4.63,4,5,38,46,4298.70,"Highly Rated"
735,"Hoodie DarkSalmon 245","Fashion",8,3.63,1,5,48,62,4059.76,"Average"
736,"Dress BlanchedAlmond 934","Fashion",3,4.00,2,5,34,37,4297.55,"Good"
737,"T-shirt Peru 273","Fashion",2,4.50,4,5,31,48,5436.96,"Good"
738,"Hoodie Sienna 572","Fashion",5,4.20,3,5,35,48,6526.56,"Good"
739,"Socks SlateGray 217","Fashion",3,4.00,3,5,17,24,3722.40,"Good"
740,"Hoodie AliceBlue 311","Fashion",17,4.29,2,5,81,107,6799.85,"Good"
741,"T-shirt Cornsilk 301","Fashion",22,3.95,1,5,109,143,2799.94,"Average"
742,"T-shirt OrangeRed 215","Fashion",8,4.38,3,5,29,46,6564.66,"Good"
743,"Jeans Wheat 471","Fashion",8,4.13,2,5,55,63,4428.90,"Good"
744,"Sneakers SeaGreen 111","Fashion",17,4.24,2,5,63,84,3382.68,"Good"
745,"Jacket RosyBrown 185","Fashion",2,3.50,3,4,19,26,5160.74,"Average"
746,"Hoodie LightBlue 677","Fashion",4,3.50,3,4,20,25,3642.25,"Average"
747,"Sneakers DarkMagenta 544","Fashion",14,4.00,1,5,87,107,3091.23,"Good"
748,"Jacket Ivory 108","Fashion",18,3.61,1,5,72,94,4177.36,"Average"
749,"Sneakers DeepSkyBlue 742","Fashion",4,3.25,1,4,20,25,4613.75,"Average"
750,"Dress DeepPink 357","Fashion",4,3.75,3,4,22,27,5064.39,"Average"
751,"Hoodie Turquoise 128","Fashion",9,3.33,1,5,55,68,3755.64,"Average"
752,"T-shirt DarkMagenta 403","Fashion",4,4.00,3,5,18,25,3917.25,"Good"
753,"Sneakers Salmon 966","Fashion",13,3.38,2,5,75,114,4977.24,"Average"
754,"Hoodie DarkBlue 950","Fashion",9,3.33,1,5,59,71,2864.14,"Average"
755,"Sneakers BlueViolet 288","Fashion",8,4.13,3,5,34,39,5870.67,"Good"
756,"Hoodie AliceBlue 477","Fashion",1,5.00,5,5,25,35,5826.10,"Good"
757,"Jeans DarkSalmon 951","Fashion",8,3.88,2,5,35,44,5008.08,"Average"
758,"Sneakers Lavender 680","Fashion",11,4.27,2,5,75,95,5126.20,"Good"
759,"Socks Blue 822","Fashion",10,4.10,1,5,42,60,7717.20,"Good"
760,"Jacket LimeGreen 606","Fashion",2,5.00,5,5,26,32,5817.60,"Good"
761,"Jacket DarkSalmon 406","Fashion",7,4.86,4,5,47,59,6130.69,"Highly Rated"
762,"Dress LightCoral 804","Fashion",14,4.43,3,5,43,49,5858.93,"Good"
763,"Jeans Wheat 511","Fashion",7,3.71,3,5,54,66,2601.72,"Average"
764,"T-shirt PowderBlue 590","Fashion",6,3.83,3,5,24,31,6075.38,"Average"
765,"Jeans DarkOliveGreen 132","Fashion",6,3.67,1,5,75,94,4691.54,"Average"
766,"Socks DarkGreen 623","Fashion",6,3.00,1,5,30,35,4384.10,"Average"
767,"Jacket Cornsilk 156","Fashion",12,3.50,1,5,58,78,2768.22,"Average"
768,"Dress Lime 164","Fashion",3,3.67,3,5,20,25,3611.75,"Average"
769,"Jacket Violet 280","Fashion",24,3.83,2,5,111,142,1375.98,"Average"
770,"Hoodie GoldenRod 553","Fashion",17,4.00,1,5,78,109,4314.22,"Good"
771,"Socks Orange 300","Fashion",6,2.67,1,4,39,50,5808.50,"Needs Attention"
772,"Jacket LightGoldenRodYellow 571","Fashion",11,4.00,3,5,88,108,2627.64,"Good"
773,"Jacket Ivory 986","Fashion",4,3.75,2,5,21,22,4278.78,"Average"
774,"Jeans AliceBlue 734","Fashion",2,3.50,3,4,13,13,2536.04,"Average"
775,"T-shirt Aqua 792","Fashion",5,4.00,1,5,29,38,6222.12,"Good"
776,"Sneakers WhiteSmoke 684","Fashion",4,3.75,3,4,34,50,6248.00,"Average"
777,"Jacket LimeGreen 762","Fashion",6,3.50,2,5,24,32,6110.08,"Average"
778,"Jeans Salmon 748","Fashion",15,4.27,3,5,65,75,4910.25,"Good"
779,"T-shirt LightSeaGreen 857","Fashion",2,4.50,4,5,21,23,3929.32,"Good"
780,"Jacket Maroon 692","Fashion",8,3.50,1,5,34,40,5629.60,"Average"
781,"Sneakers LemonChiffon 468","Fashion",8,4.38,2,5,38,43,4925.22,"Good"
782,"Dress Sienna 367","Fashion",13,3.69,1,5,82,90,4871.70,"Average"
783,"T-shirt Violet 307","Fashion",16,3.56,1,5,78,109,5627.67,"Average"
784,"Dress LavenderBlush 957","Fashion",2,4.00,3,5,31,34,5166.98,"Good"
785,"Sneakers LightBlue 786","Fashion",3,4.67,4,5,31,41,5442.34,"Good"
786,"Sneakers Black 569","Fashion",5,3.80,2,5,36,43,6198.45,"Average"
787,"Jeans PaleVioletRed 853","Fashion",7,4.00,2,5,46,55,6155.60,"Good"
788,"Dress Linen 971","Fashion",5,4.00,3,5,27,38,6938.04,"Good"
789,"Jacket Chartreuse 237","Fashion",6,4.50,4,5,32,38,5261.48,"Highly Rated"
790,"Socks Beige 958","Fashion",8,3.75,1,5,42,59,6171.40,"Average"
791,"Socks GoldenRod 838","Fashion",6,4.33,4,5,24,33,6270.99,"Good"
792,"Dress SpringGreen 501","Fashion",17,3.71,1,5,103,134,3698.40,"Average"
793,"Dress PeachPuff 676","Fashion",14,2.93,1,5,59,70,2861.60,"Needs Attention"
794,"Jacket Cyan 894","Fashion",6,3.83,2,5,29,31,4860.80,"Average"
795,"Dress LightCyan 481","Fashion",15,4.07,2,5,92,137,2609.85,"Good"
796,"T-shirt Khaki 318","Fashion",10,4.10,2,5,95,134,1461.94,"Good"
797,"Jacket Peru 536","Fashion",14,4.07,2,5,51,68,4460.12,"Good"
798,"T-shirt NavajoWhite 676","Fashion",5,4.20,3,5,41,61,7762.86,"Good"
799,"T-shirt Khaki 272","Fashion",6,4.50,4,5,21,29,5340.64,"Highly Rated"
800,"Sneakers Snow 881","Fashion",5,4.00,3,5,29,36,5440.32,"Good"
801,"Hoodie BlanchedAlmond 225","Fashion",7,4.29,3,5,42,64,8874.24,"Good"
802,"Jeans MediumSlateBlue 465","Fashion",7,3.86,1,5,53,67,5334.54,"Average"
803,"Hoodie PeachPuff 461","Fashion",3,4.33,3,5,35,43,4381.27,"Good"
804,"T-shirt MistyRose 717","Fashion",12,4.08,3,5,60,76,5798.80,"Good"
805,"T-shirt Orchid 348","Fashion",18,4.06,2,5,89,124,1805.44,"Good"
806,"Sneakers Gray 121","Fashion",11,4.09,2,5,61,94,7147.76,"Good"
807,"Socks AntiqueWhite 910","Fashion",4,4.50,4,5,17,21,4154.64,"Good"
808,"T-shirt LightSteelBlue 364","Fashion",4,4.25,3,5,49,67,6814.57,"Good"
809,"Jeans Tan 994","Fashion",10,3.80,2,5,66,73,2690.05,"Average"
810,"Hoodie CornflowerBlue 702","Fashion",1,3.00,3,3,19,26,3550.56,"Average"
811,"Sneakers GreenYellow 927","Fashion",3,4.00,3,5,44,58,6460.04,"Good"
812,"Sneakers Snow 450","Fashion",3,5.00,5,5,16,27,5134.32,"Good"
813,"Jeans Green 132","Fashion",9,4.22,3,5,38,51,5178.54,"Good"
814,"Socks Magenta 735","Fashion",8,4.88,4,5,26,29,4893.17,"Highly Rated"
815,"Socks GoldenRod 963","Fashion",2,4.50,4,5,37,54,7116.12,"Good"
816,"Jacket Lavender 559","Fashion",8,4.00,3,5,28,32,6200.64,"Good"
817,"Jacket SeaGreen 629","Fashion",13,3.85,1,5,73,104,5409.04,"Average"
818,"T-shirt Indigo 418","Fashion",11,4.00,1,5,55,64,4947.20,"Good"
819,"Jeans LightGray 273","Fashion",13,3.92,2,5,40,49,5935.37,"Average"
820,"Socks LightYellow 690","Fashion",10,4.30,1,5,60,74,5720.94,"Good"
821,"Jacket DarkMagenta 106","Fashion",12,3.67,1,5,51,73,6020.31,"Average"
822,"Sneakers Snow 121","Fashion",8,4.00,2,5,37,52,6198.40,"Good"
823,"Jeans GhostWhite 146","Fashion",10,4.30,1,5,55,74,7119.54,"Good"
824,"Hoodie Ivory 379","Fashion",14,3.79,1,5,83,110,3960.00,"Average"
825,"Jacket SlateBlue 368","Fashion",12,4.00,2,5,62,70,4233.60,"Good"
826,"Sneakers PapayaWhip 242","Fashion",7,3.57,1,5,39,48,5627.52,"Average"
827,"Hoodie Chartreuse 889","Fashion",22,4.05,1,5,100,135,1964.25,"Good"
828,"T-shirt DarkViolet 748","Fashion",7,4.14,1,5,15,23,4036.50,"Good"
829,"Dress OrangeRed 388","Fashion",6,3.17,1,5,32,46,5973.10,"Average"
830,"Socks CadetBlue 244","Fashion",4,3.00,1,5,19,24,3856.80,"Average"
831,"Hoodie HotPink 449","Fashion",10,4.30,3,5,91,116,2532.28,"Good"
832,"Hoodie Bisque 351","Fashion",10,3.20,1,5,53,74,5744.62,"Average"
833,"Sneakers DarkTurquoise 442","Fashion",2,4.50,4,5,18,25,4389.75,"Good"
834,"T-shirt PapayaWhip 901","Fashion",4,4.00,4,4,29,40,5728.40,"Good"
835,"Jacket CadetBlue 928","Fashion",6,4.33,4,5,40,52,5445.44,"Good"
836,"Jeans Chocolate 310","Fashion",5,4.00,3,5,23,24,4784.40,"Good"
837,"T-shirt GhostWhite 514","Fashion",4,4.00,3,5,22,27,4823.28,"Good"
838,"Jacket OrangeRed 272","Fashion",7,4.29,4,5,36,52,4370.60,"Good"
839,"Dress RoyalBlue 415","Fashion",20,3.70,1,5,106,138,2860.74,"Average"
840,"Sneakers Maroon 448","Fashion",5,3.80,3,5,25,25,3688.00,"Average"
841,"T-shirt DarkOliveGreen 181","Fashion",3,3.33,3,4,19,27,4991.76,"Average"
842,"Dress Cyan 579","Fashion",14,4.14,3,5,61,95,4020.40,"Good"
843,"Sneakers FireBrick 838","Fashion",0,NULL,NULL,NULL,8,9,1749.15,"No Reviews"
844,"Socks MediumPurple 426","Fashion",0,NULL,NULL,NULL,17,17,3145.34,"No Reviews"
845,"Jeans Gold 123","Fashion",20,4.00,1,5,72,90,5487.30,"Good"
846,"Socks GhostWhite 821","Fashion",18,4.17,1,5,81,101,3999.60,"Good"
847,"T-shirt Violet 305","Fashion",8,3.25,1,4,81,108,5391.36,"Average"
848,"Dress SeaGreen 201","Fashion",13,3.92,2,5,68,83,5168.41,"Average"
849,"Jeans BlanchedAlmond 232","Fashion",8,4.00,2,5,58,80,4352.80,"Good"
850,"Dress Magenta 935","Fashion",12,3.83,2,5,88,112,1940.96,"Average"
851,"Dress OldLace 292","Fashion",12,3.83,3,5,62,68,4998.00,"Average"
852,"Sneakers Navy 755","Fashion",11,4.18,1,5,40,48,5332.32,"Good"
853,"Sneakers MediumPurple 434","Fashion",4,4.75,4,5,13,16,2963.04,"Good"
854,"Socks Red 515","Fashion",5,4.00,3,5,25,35,5315.45,"Good"
855,"Dress FloralWhite 158","Fashion",5,3.40,2,5,27,32,4427.52,"Average"
856,"Paperback DarkMagenta 727","Books",4,3.75,1,5,53,72,2910.24,"Average"
857,"Paperback AliceBlue 509","Books",13,4.00,2,5,49,73,2881.31,"Good"
858,"Paperback Cyan 126","Books",9,4.33,2,5,57,75,3539.25,"Good"
859,"Paperback LightSeaGreen 157","Books",13,4.00,2,5,69,89,2626.39,"Good"
860,"Paperback Cyan 437","Books",8,3.88,1,5,56,79,2516.94,"Average"
861,"Hardcover MediumVioletRed 246","Books",13,3.77,1,5,114,141,1041.99,"Average"
862,"E-book PeachPuff 933","Books",17,4.12,1,5,72,106,4140.36,"Good"
863,"Paperback DarkRed 702","Books",10,3.00,1,4,72,96,2197.44,"Average"
864,"E-book HoneyDew 688","Books",12,3.58,1,5,96,122,1245.62,"Average"
865,"Paperback Olive 932","Books",11,3.36,2,5,80,105,1450.05,"Average"
866,"E-book MintCream 762","Books",16,4.00,3,5,92,121,3079.45,"Good"
867,"Paperback Magenta 823","Books",11,3.73,1,5,55,78,2623.14,"Average"
868,"Paperback Plum 642","Books",15,4.00,1,5,72,105,3075.45,"Good"
869,"Paperback DarkCyan 587","Books",15,4.00,2,5,109,139,1278.80,"Good"
870,"Hardcover BurlyWood 471","Books",20,3.95,2,5,72,87,2940.60,"Average"
871,"Hardcover Sienna 874","Books",12,4.00,3,5,65,80,3960.80,"Good"
872,"Hardcover Gray 225","Books",10,4.40,3,5,53,62,2916.48,"Good"
873,"Hardcover Navy 896","Books",13,4.23,1,5,69,102,2910.06,"Good"
874,"Hardcover Yellow 855","Books",22,4.45,4,5,93,132,2003.76,"Good"
875,"Hardcover RosyBrown 976","Books",11,3.18,1,5,49,63,2862.09,"Average"
876,"Hardcover GoldenRod 826","Books",13,4.23,3,5,66,95,2644.80,"Good"
877,"Hardcover MediumBlue 318","Books",14,4.36,3,5,70,98,2327.50,"Good"
878,"E-book Moccasin 498","Books",8,3.50,1,5,53,66,3028.08,"Average"
879,"Paperback Sienna 127","Books",20,4.05,2,5,90,119,1543.43,"Good"
880,"Hardcover Black 926","Books",9,4.00,2,5,54,75,2551.50,"Good"
881,"E-book PaleVioletRed 459","Books",16,4.25,3,5,54,68,3123.92,"Good"
882,"Hardcover LightBlue 484","Books",14,4.36,3,5,92,122,1673.84,"Good"
883,"E-book PaleGreen 357","Books",11,3.91,2,5,54,70,2272.90,"Average"
884,"Hardcover BlueViolet 336","Books",15,3.80,2,5,92,119,1824.27,"Average"
885,"Paperback OldLace 758","Books",16,3.81,2,5,96,124,1556.20,"Average"
886,"Paperback BlanchedAlmond 321","Books",16,4.44,3,5,72,89,1515.67,"Good"
887,"E-book SandyBrown 990","Books",5,4.00,3,5,55,63,2530.71,"Good"
888,"Paperback Coral 407","Books",9,3.89,2,5,56,73,3493.05,"Average"
889,"Paperback Chocolate 993","Books",15,3.67,1,5,90,119,852.04,"Average"
890,"Hardcover LightCyan 711","Books",15,3.87,1,5,91,117,1240.20,"Average"
891,"Paperback GoldenRod 900","Books",26,3.96,1,5,108,136,1763.92,"Average"
892,"Hardcover Coral 147","Books",8,3.75,2,5,58,74,3182.74,"Average"
893,"Paperback MediumSlateBlue 404","Books",16,4.06,2,5,87,104,1203.28,"Good"
894,"E-book MistyRose 109","Books",19,3.63,1,5,105,144,597.60,"Average"
