"product_id","product_name","product_category","total_orders","total_quantity_sold","total_revenue","total_cost","total_profit","avg_order_product_value"
619,"Water Bottle RoyalBlue 112","Sports",34,44,5275.16,3564.44,1710.72,150.72
620,"Tennis Racket PaleGreen 431","Sports",74,103,5705.17,4482.56,1222.61,77.10
621,"Water Bottle LimeGreen 999","Sports",49,65,6697.60,3890.90,2806.70,136.69
622,"Dumbbell DarkTurquoise 262","Sports",52,72,6788.88,4967.28,1821.60,130.56
623,"Water Bottle PapayaWhip 550","Sports",96,120,3301.20,2514.00,787.20,34.03
624,"Yoga Mat MediumTurquoise 462","Sports",33,50,7948.00,5963.50,1984.50,240.85
625,"Yoga Mat OldLace 793","Sports",32,39,6244.29,4975.23,1269.06,195.13
626,"Dumbbell Maroon 243","Sports",42,49,6354.81,4451.16,1903.65,151.31
627,"Dumbbell DarkOrchid 940","Sports",28,37,6954.52,5250.67,1703.85,248.38
628,"Water Bottle MediumPurple 877","Sports",80,99,3540.24,2679.93,860.31,44.25
629,"Cycling Helmet AliceBlue 747","Sports",49,62,5360.52,3694.58,1665.94,109.40
630,"Dumbbell MediumOrchid 520","Sports",44,60,7716.60,4097.40,3619.20,175.38
631,"Water Bottle MediumSlateBlue 685","Sports",29,36,6446.16,4186.08,2260.08,222.28
632,"Dumbbell Orchid 993","Sports",37,48,6241.44,4588.32,1653.12,168.69
633,"Water Bottle DarkOrchid 563","Sports",24,37,6857.58,4209.49,2648.09,285.73
634,"Cycling Helmet Gray 461","Sports",47,64,5895.04,3571.20,2323.84,125.43
635,"Cycling Helmet Aquamarine 763","Sports",25,34,5495.42,3729.46,1765.96,219.82
636,"Tennis Racket LightSteelBlue 611","Sports",93,120,1196.40,866.40,330.00,12.86
637,"Cycling Helmet LightCoral 411","Sports",35,55,7571.30,4204.20,3367.10,216.32
638,"Dumbbell Navy 337","Sports",38,47,6354.87,3896.30,2458.57,167.23
639,"Yoga Mat Coral 963","Sports",10,11,2727.12,1633.61,1093.51,272.71
640,"Water Bottle OrangeRed 309","Sports",8,11,2780.14,2189.77,590.37,347.52
641,"Cycling Helmet Orange 126","Sports",8,8,2146.00,1688.40,457.60,268.25
642,"Yoga Mat Crimson 407","Sports",51,60,4974.60,3824.40,1150.20,97.54
643,"Water Bottle MistyRose 547","Sports",15,30,7015.80,4641.30,2374.50,467.72
644,"Water Bottle Pink 540","Sports",11,11,2740.10,1967.79,772.31,249.10
645,"Cycling Helmet LightSalmon 792","Sports",34,35,5024.60,2573.55,2451.05,147.78
646,"Tennis Racket BurlyWood 169","Sports",33,43,6032.47,3034.94,2997.53,182.80
647,"Water Bottle LightSeaGreen 612","Sports",71,99,7420.05,4621.32,2798.73,104.51
648,"Cycling Helmet DarkKhaki 257","Sports",13,20,3947.40,3073.20,874.20,303.65
649,"Dumbbell CadetBlue 550","Sports",4,7,2027.41,1309.77,717.64,506.85
650,"Water Bottle LightSlateGray 808","Sports",13,16,4328.80,2927.20,1401.60,332.98
651,"Water Bottle DeepPink 471","Sports",12,16,3615.52,1907.84,1707.68,301.29
652,"Tennis Racket LightBlue 418","Sports",40,54,6213.24,3246.48,2966.76,155.33
653,"Water Bottle LightGreen 401","Sports",60,72,4267.44,2973.60,1293.84,71.12
654,"Tennis Racket PowderBlue 530","Sports",15,18,4456.80,3552.48,904.32,297.12
655,"Dumbbell Teal 312","Sports",30,40,6440.80,4797.60,1643.20,214.69
656,"Water Bottle Maroon 161","Sports",7,7,1881.60,1173.48,708.12,268.80
657,"Water Bottle Gold 746","Sports",27,45,8284.95,5020.20,3264.75,306.85
658,"Yoga Mat Navy 102","Sports",23,35,7349.65,3698.45,3651.20,319.55
659,"Tennis Racket Pink 411","Sports",24,31,6680.81,4448.50,2232.31,278.37
660,"Cycling Helmet Black 784","Sports",10,10,2539.10,1716.10,823.00,253.91
661,"Yoga Mat PaleGoldenRod 666","Sports",58,71,4644.82,3016.08,1628.74,80.08
662,"Water Bottle GreenYellow 644","Sports",54,73,6254.64,4341.31,1913.33,115.83
663,"Water Bottle Cyan 520","Sports",3,3,897.48,603.42,294.06,299.16
664,"Water Bottle BurlyWood 877","Sports",80,106,4608.88,2520.68,2088.20,57.61
665,"Water Bottle PaleVioletRed 274","Sports",85,126,4931.64,2614.50,2317.14,58.02
666,"Water Bottle RoyalBlue 540","Sports",34,42,6350.40,4066.02,2284.38,186.78
667,"Yoga Mat DarkSlateGray 692","Sports",16,22,4352.26,3069.88,1282.38,256.02
668,"Tennis Racket LightSlateGray 382","Sports",70,87,4352.61,2487.33,1865.28,62.18
669,"Dumbbell SlateBlue 979","Sports",109,142,2499.20,1721.04,778.16,22.93
670,"Water Bottle BurlyWood 738","Sports",89,113,2983.20,1663.36,1319.84,33.52
671,"Cycling Helmet DarkSalmon 505","Sports",94,124,1700.04,962.24,737.80,17.90
672,"Water Bottle FloralWhite 155","Sports",14,14,3235.40,1660.40,1575.00,231.10
673,"Water Bottle SeaShell 263","Sports",49,58,4499.64,2550.84,1948.80,91.83
674,"Water Bottle PapayaWhip 987","Sports",5,5,1287.90,765.60,522.30,257.58
675,"Cycling Helmet MediumSpringGreen 607","Sports",46,63,6090.21,4146.03,1944.18,132.40
676,"Yoga Mat LightSkyBlue 835","Sports",47,57,4499.01,2775.33,1723.68,95.72
677,"Water Bottle Lime 996","Sports",61,74,5376.10,3186.44,2189.66,88.13
678,"Cycling Helmet LightCyan 189","Sports",101,121,1760.55,1338.26,422.29,17.43
679,"Dumbbell LightGoldenRodYellow 107","Sports",76,108,6222.96,3818.88,2404.08,80.82
680,"Tennis Racket PaleGreen 443","Sports",41,71,8778.44,5344.88,3433.56,214.11
681,"Water Bottle LawnGreen 766","Sports",10,10,2624.70,1576.80,1047.90,262.47
682,"Yoga Mat LimeGreen 459","Sports",7,9,2598.12,1628.19,969.93,371.16
683,"Water Bottle SkyBlue 390","Sports",61,87,6918.24,3855.84,3062.40,113.41
684,"Tennis Racket OrangeRed 780","Sports",68,89,6876.14,3510.16,3365.98,101.12
685,"T-shirt DarkOrchid 822","Fashion",45,69,5074.95,2774.49,2300.46,112.78
686,"Jeans FireBrick 955","Fashion",96,125,3223.75,1872.50,1351.25,33.58
687,"Socks DodgerBlue 956","Fashion",70,88,2863.52,1812.80,1050.72,40.33
688,"Socks Crimson 461","Fashion",23,27,4388.85,2404.08,1984.77,190.82
689,"Jeans HoneyDew 694","Fashion",32,38,5574.98,3417.72,2157.26,174.22
690,"Jeans SteelBlue 309","Fashion",70,81,5270.67,3388.23,1882.44,75.30
691,"Jeans SpringGreen 823","Fashion",27,34,5875.54,4127.94,1747.60,217.61
692,"Sneakers Indigo 476","Fashion",38,55,6733.10,4255.90,2477.20,172.64
693,"Dress RoyalBlue 317","Fashion",54,77,4256.56,2905.21,1351.35,78.83
694,"Jeans MediumSeaGreen 625","Fashion",24,30,5265.00,2826.30,2438.70,219.38
695,"T-shirt RoyalBlue 890","Fashion",46,59,6618.62,3846.21,2772.41,143.88
696,"Socks Pink 681","Fashion",52,59,4830.92,3368.31,1462.61,92.90
697,"Jeans DarkSlateGray 188","Fashion",47,61,4127.87,2546.75,1581.12,87.83
698,"Hoodie GoldenRod 428","Fashion",82,112,4702.88,3552.64,1150.24,57.35
699,"Jeans LemonChiffon 675","Fashion",32,51,6897.75,3674.55,3223.20,215.55
700,"Sneakers DarkGoldenRod 297","Fashion",20,22,3576.98,2602.38,974.60,178.85
701,"T-shirt ForestGreen 395","Fashion",28,39,5693.61,2997.15,2696.46,203.34
702,"Jeans MediumSpringGreen 464","Fashion",32,46,7582.18,4698.44,2883.74,236.94
703,"Jacket DarkGoldenRod 743","Fashion",21,27,4593.24,2936.52,1656.72,218.73
704,"Hoodie MediumAquaMarine 383","Fashion",28,32,5547.84,2993.92,2553.92,198.14
705,"Jeans LawnGreen 779","Fashion",73,100,1368.00,963.00,405.00,18.00
706,"Hoodie NavajoWhite 774","Fashion",52,69,5207.43,3248.52,1958.91,100.14
707,"Hoodie LightGoldenRodYellow 967","Fashion",41,57,8108.82,4658.61,3450.21,197.78
708,"Jacket Green 286","Fashion",45,56,4234.16,2915.92,1318.24,94.09
709,"Sneakers Beige 851","Fashion",78,97,2921.64,2261.07,660.57,37.46
710,"Jeans PaleVioletRed 140","Fashion",20,29,4199.78,2150.93,2048.85,209.99
711,"Dress OliveDrab 410","Fashion",79,111,4341.21,2428.68,1912.53,54.95
712,"Jeans PaleVioletRed 418","Fashion",51,68,5514.80,2822.00,2692.80,108.13
713,"Hoodie Violet 959","Fashion",27,35,4569.60,2531.20,2038.40,169.24
714,"Jeans HoneyDew 360","Fashion",43,53,6225.91,4451.47,1774.44,144.79
715,"Jacket OldLace 100","Fashion",29,35,4783.45,3217.20,1566.25,164.95
716,"T-shirt LightPink 393","Fashion",34,44,7399.92,5423.88,1976.04,217.64
717,"T-shirt MediumSlateBlue 812","Fashion",29,37,6512.74,4399.67,2113.07,224.58
718,"T-shirt Chocolate 138","Fashion",24,36,7021.08,4944.96,2076.12,292.55
719,"Socks SpringGreen 453","Fashion",53,61,4218.76,3092.70,1126.06,79.60
720,"Hoodie LightSeaGreen 861","Fashion",17,24,4402.08,2752.08,1650.00,258.95
721,"Jacket MistyRose 326","Fashion",23,30,5989.20,4100.10,1889.10,260.40
722,"Sneakers DarkSalmon 534","Fashion",26,28,3059.00,1849.68,1209.32,117.65
723,"Jacket SteelBlue 856","Fashion",20,27,5038.20,3564.54,1473.66,251.91
724,"Hoodie Wheat 563","Fashion",20,27,4518.72,3110.94,1407.78,225.94
725,"Dress IndianRed 538","Fashion",84,99,1824.57,1294.92,529.65,21.72
726,"Hoodie DarkGoldenRod 230","Fashion",30,36,3826.08,2978.28,847.80,127.54
727,"Jacket LightPink 819","Fashion",21,30,4628.70,2375.10,2253.60,220.41
728,"Socks LightBlue 659","Fashion",19,23,3742.10,2164.30,1577.80,196.95
729,"Jeans OliveDrab 656","Fashion",18,26,5047.38,3488.94,1558.44,280.41
730,"Sneakers PaleGoldenRod 466","Fashion",70,77,4307.38,2230.69,2076.69,61.53
731,"Sneakers RosyBrown 418","Fashion",61,84,7310.52,4096.68,3213.84,119.84
732,"Jeans Plum 786","Fashion",66,90,3079.80,2193.30,886.50,46.66
733,"Jacket Magenta 627","Fashion",59,72,3864.24,2212.56,1651.68,65.50
734,"Hoodie Beige 459","Fashion",38,46,4298.70,3356.16,942.54,113.12
735,"Hoodie DarkSalmon 245","Fashion",48,62,4059.76,3107.44,952.32,84.58
736,"Dress BlanchedAlmond 934","Fashion",34,37,4297.55,2578.90,1718.65,126.40
737,"T-shirt Peru 273","Fashion",31,48,5436.96,3959.04,1477.92,175.39
738,"Hoodie Sienna 572","Fashion",35,48,6526.56,4435.68,2090.88,186.47
739,"Socks SlateGray 217","Fashion",17,24,3722.40,2789.28,933.12,218.96
740,"Hoodie AliceBlue 311","Fashion",81,107,6799.85,4135.55,2664.30,83.95
741,"T-shirt Cornsilk 301","Fashion",109,143,2799.94,1635.92,1164.02,25.69
742,"T-shirt OrangeRed 215","Fashion",29,46,6564.66,4164.84,2399.82,226.37
743,"Jeans Wheat 471","Fashion",55,63,4428.90,2836.89,1592.01,80.53
744,"Sneakers SeaGreen 111","Fashion",63,84,3382.68,1764.00,1618.68,52.85
745,"Jacket RosyBrown 185","Fashion",19,26,5160.74,3742.18,1418.56,271.62
746,"Hoodie LightBlue 677","Fashion",20,25,3642.25,2892.25,750.00,182.11
747,"Sneakers DarkMagenta 544","Fashion",87,107,3091.23,1998.76,1092.47,35.53
748,"Jacket Ivory 108","Fashion",72,94,4177.36,2769.24,1408.12,58.02
749,"Sneakers DeepSkyBlue 742","Fashion",20,25,4613.75,3199.00,1414.75,230.69
750,"Dress DeepPink 357","Fashion",22,27,5064.39,3523.77,1540.62,230.20
751,"Hoodie Turquoise 128","Fashion",55,68,3755.64,2033.88,1721.76,67.07
752,"T-shirt DarkMagenta 403","Fashion",18,25,3917.25,2945.25,972.00,217.63
753,"Sneakers Salmon 966","Fashion",75,114,4977.24,3441.66,1535.58,66.36
754,"Hoodie DarkBlue 950","Fashion",59,71,2864.14,2106.57,757.57,48.54
755,"Sneakers BlueViolet 288","Fashion",34,39,5870.67,3510.78,2359.89,172.67
756,"Hoodie AliceBlue 477","Fashion",25,35,5826.10,3472.70,2353.40,233.04
757,"Jeans DarkSalmon 951","Fashion",35,44,5008.08,3058.88,1949.20,143.09
758,"Sneakers Lavender 680","Fashion",75,95,5126.20,2626.75,2499.45,68.35
759,"Socks Blue 822","Fashion",42,60,7717.20,5756.40,1960.80,183.74
760,"Jacket LimeGreen 606","Fashion",26,32,5817.60,4558.08,1259.52,223.75
761,"Jacket DarkSalmon 406","Fashion",47,59,6130.69,3354.74,2775.95,130.44
762,"Dress LightCoral 804","Fashion",43,49,5858.93,3070.34,2788.59,136.25
763,"Jeans Wheat 511","Fashion",54,66,2601.72,1646.70,955.02,48.18
764,"T-shirt PowderBlue 590","Fashion",24,31,6075.38,4588.00,1487.38,253.14
765,"Jeans DarkOliveGreen 132","Fashion",75,94,4691.54,2869.82,1821.72,62.55
766,"Socks DarkGreen 623","Fashion",30,35,4384.10,3288.25,1095.85,146.14
767,"Jacket Cornsilk 156","Fashion",58,78,2768.22,1443.78,1324.44,47.73
768,"Dress Lime 164","Fashion",20,25,3611.75,2771.00,840.75,180.59
769,"Jacket Violet 280","Fashion",111,142,1375.98,1082.04,293.94,12.40
770,"Hoodie GoldenRod 553","Fashion",78,109,4314.22,2539.70,1774.52,55.31
771,"Socks Orange 300","Fashion",39,50,5808.50,3511.00,2297.50,148.94
772,"Jacket LightGoldenRodYellow 571","Fashion",88,108,2627.64,1569.24,1058.40,29.86
773,"Jacket Ivory 986","Fashion",21,22,4278.78,3305.94,972.84,203.75
774,"Jeans AliceBlue 734","Fashion",13,13,2536.04,1999.79,536.25,195.08
775,"T-shirt Aqua 792","Fashion",29,38,6222.12,3223.16,2998.96,214.56
776,"Sneakers WhiteSmoke 684","Fashion",34,50,6248.00,3681.00,2567.00,183.76
777,"Jacket LimeGreen 762","Fashion",24,32,6110.08,3936.32,2173.76,254.59
778,"Jeans Salmon 748","Fashion",65,75,4910.25,2961.00,1949.25,75.54
779,"T-shirt LightSeaGreen 857","Fashion",21,23,3929.32,2226.86,1702.46,187.11
780,"Jacket Maroon 692","Fashion",34,40,5629.60,3062.80,2566.80,165.58
781,"Sneakers LemonChiffon 468","Fashion",38,43,4925.22,3856.24,1068.98,129.61
782,"Dress Sienna 367","Fashion",82,90,4871.70,3080.70,1791.00,59.41
783,"T-shirt Violet 307","Fashion",78,109,5627.67,4449.38,1178.29,72.15
784,"Dress LavenderBlush 957","Fashion",31,34,5166.98,2926.38,2240.60,166.68
785,"Sneakers LightBlue 786","Fashion",31,41,5442.34,3027.44,2414.90,175.56
786,"Sneakers Black 569","Fashion",36,43,6198.45,3521.27,2677.18,172.18
787,"Jeans PaleVioletRed 853","Fashion",46,55,6155.60,4364.25,1791.35,133.82
788,"Dress Linen 971","Fashion",27,38,6938.04,4648.92,2289.12,256.96
789,"Jacket Chartreuse 237","Fashion",32,38,5261.48,3893.86,1367.62,164.42
790,"Socks Beige 958","Fashion",42,59,6171.40,4024.98,2146.42,146.94
791,"Socks GoldenRod 838","Fashion",24,33,6270.99,4314.42,1956.57,261.29
792,"Dress SpringGreen 501","Fashion",103,134,3698.40,2769.78,928.62,35.91
793,"Dress PeachPuff 676","Fashion",59,70,2861.60,2254.70,606.90,48.50
794,"Jacket Cyan 894","Fashion",29,31,4860.80,2630.04,2230.76,167.61
795,"Dress LightCyan 481","Fashion",92,137,2609.85,1490.56,1119.29,28.37
796,"T-shirt Khaki 318","Fashion",95,134,1461.94,991.60,470.34,15.39
797,"Jacket Peru 536","Fashion",51,68,4460.12,3176.96,1283.16,87.45
798,"T-shirt NavajoWhite 676","Fashion",41,61,7762.86,5912.73,1850.13,189.34
799,"T-shirt Khaki 272","Fashion",21,29,5340.64,4065.51,1275.13,254.32
800,"Sneakers Snow 881","Fashion",29,36,5440.32,3277.44,2162.88,187.60
801,"Hoodie BlanchedAlmond 225","Fashion",42,64,8874.24,6634.88,2239.36,211.29
802,"Jeans MediumSlateBlue 465","Fashion",53,67,5334.54,3847.14,1487.40,98.79
803,"Hoodie PeachPuff 461","Fashion",35,43,4381.27,3263.70,1117.57,125.18
804,"T-shirt MistyRose 717","Fashion",60,76,5798.80,3468.64,2330.16,96.65
805,"T-shirt Orchid 348","Fashion",89,124,1805.44,1396.24,409.20,19.84
806,"Sneakers Gray 121","Fashion",61,94,7147.76,5061.90,2085.86,117.18
807,"Socks AntiqueWhite 910","Fashion",17,21,4154.64,2625.63,1529.01,244.39
808,"T-shirt LightSteelBlue 364","Fashion",49,67,6814.57,3558.37,3256.20,136.29
809,"Jeans Tan 994","Fashion",66,73,2690.05,2096.56,593.49,40.76
810,"Hoodie CornflowerBlue 702","Fashion",19,26,3550.56,2666.04,884.52,186.87
811,"Sneakers GreenYellow 927","Fashion",44,58,6460.04,4566.34,1893.70,146.82
812,"Sneakers Snow 450","Fashion",16,27,5134.32,2588.49,2545.83,320.90
813,"Jeans Green 132","Fashion",38,51,5178.54,3341.01,1837.53,136.28
814,"Socks Magenta 735","Fashion",26,29,4893.17,2556.06,2337.11,188.20
815,"Socks GoldenRod 963","Fashion",37,54,7116.12,4838.94,2277.18,192.33
816,"Jacket Lavender 559","Fashion",28,32,6200.64,4389.44,1811.20,221.45
817,"Jacket SeaGreen 629","Fashion",73,104,5409.04,4258.80,1150.24,74.10
818,"T-shirt Indigo 418","Fashion",55,64,4947.20,3257.60,1689.60,89.95
819,"Jeans LightGray 273","Fashion",40,49,5935.37,3045.35,2890.02,148.38
820,"Socks LightYellow 690","Fashion",60,74,5720.94,3663.00,2057.94,95.35
821,"Jacket DarkMagenta 106","Fashion",51,73,6020.31,3649.27,2371.04,115.78
822,"Sneakers Snow 121","Fashion",37,52,6198.40,3720.08,2478.32,167.52
823,"Jeans GhostWhite 146","Fashion",55,74,7119.54,5666.92,1452.62,129.45
824,"Hoodie Ivory 379","Fashion",83,110,3960.00,2777.50,1182.50,47.71
825,"Jacket SlateBlue 368","Fashion",62,70,4233.60,2751.70,1481.90,68.28
826,"Sneakers PapayaWhip 242","Fashion",39,48,5627.52,3705.60,1921.92,144.30
827,"Hoodie Chartreuse 889","Fashion",100,135,1964.25,1312.20,652.05,19.45
828,"T-shirt DarkViolet 748","Fashion",15,23,4036.50,2955.96,1080.54,269.10
829,"Dress OrangeRed 388","Fashion",32,46,5973.10,3636.76,2336.34,186.66
830,"Socks CadetBlue 244","Fashion",19,24,3856.80,2938.32,918.48,202.99
831,"Hoodie HotPink 449","Fashion",91,116,2532.28,1997.52,534.76,27.83
832,"Hoodie Bisque 351","Fashion",53,74,5744.62,4343.06,1401.56,108.39
833,"Sneakers DarkTurquoise 442","Fashion",18,25,4389.75,3137.50,1252.25,243.88
834,"T-shirt PapayaWhip 901","Fashion",29,40,5728.40,4018.80,1709.60,197.53
835,"Jacket CadetBlue 928","Fashion",40,52,5445.44,4183.40,1262.04,136.14
836,"Jeans Chocolate 310","Fashion",23,24,4784.40,2608.56,2175.84,208.02
837,"T-shirt GhostWhite 514","Fashion",22,27,4823.28,3383.10,1440.18,219.24
838,"Jacket OrangeRed 272","Fashion",36,52,4370.60,3198.00,1172.60,121.41
839,"Dress RoyalBlue 415","Fashion",106,138,2860.74,1689.12,1171.62,26.99
840,"Sneakers Maroon 448","Fashion",25,25,3688.00,2454.00,1234.00,147.52
841,"T-shirt DarkOliveGreen 181","Fashion",19,27,4991.76,3369.33,1622.43,262.72
842,"Dress Cyan 579","Fashion",61,95,4020.40,2710.35,1310.05,64.85
843,"Sneakers FireBrick 838","Fashion",8,9,1749.15,1236.78,512.37,218.64
844,"Socks MediumPurple 426","Fashion",17,17,3145.34,2364.02,781.32,185.02
845,"Jeans Gold 123","Fashion",72,90,5487.30,3168.00,2319.30,75.17
846,"Socks GhostWhite 821","Fashion",81,101,3999.60,2320.98,1678.62,49.38
847,"T-shirt Violet 305","Fashion",81,108,5391.36,3341.52,2049.84,65.75
848,"Dress SeaGreen 201","Fashion",68,83,5168.41,3362.33,1806.08,76.01
849,"Jeans BlanchedAlmond 232","Fashion",58,80,4352.80,2250.40,2102.40,75.05
850,"Dress Magenta 935","Fashion",88,112,1940.96,1013.60,927.36,22.06
851,"Dress OldLace 292","Fashion",62,68,4998.00,2703.68,2294.32,80.61
852,"Sneakers Navy 755","Fashion",40,48,5332.32,4066.56,1265.76,133.31
853,"Sneakers MediumPurple 434","Fashion",13,16,2963.04,1670.24,1292.80,227.93
854,"Socks Red 515","Fashion",25,35,5315.45,3692.50,1622.95,212.62
855,"Dress FloralWhite 158","Fashion",27,32,4427.52,2662.40,1765.12,163.98
856,"Paperback DarkMagenta 727","Books",53,72,2910.24,1531.44,1378.80,54.91
857,"Paperback AliceBlue 509","Books",49,73,2881.31,2294.39,586.92,58.80
858,"Paperback Cyan 126","Books",57,75,3539.25,2697.00,842.25,62.09
859,"Paperback LightSeaGreen 157","Books",69,89,2626.39,2091.50,534.89,37.52
860,"Paperback Cyan 437","Books",56,79,2516.94,1805.15,711.79,44.95
861,"Hardcover MediumVioletRed 246","Books",114,141,1041.99,569.64,472.35,9.06
862,"E-book PeachPuff 933","Books",72,106,4140.36,2181.48,1958.88,57.51
863,"Paperback DarkRed 702","Books",72,96,2197.44,1453.44,744.00,30.52
864,"E-book HoneyDew 688","Books",96,122,1245.62,989.42,256.20,12.98
865,"Paperback Olive 932","Books",80,105,1450.05,994.35,455.70,18.13
866,"E-book MintCream 762","Books",92,121,3079.45,1569.37,1510.08,33.11
867,"Paperback Magenta 823","Books",55,78,2623.14,1744.08,879.06,47.69
868,"Paperback Plum 642","Books",72,105,3075.45,1871.10,1204.35,42.71
869,"Paperback DarkCyan 587","Books",109,139,1278.80,642.18,636.62,11.73
870,"Hardcover BurlyWood 471","Books",72,87,2940.60,2153.25,787.35,40.84
871,"Hardcover Sienna 874","Books",65,80,3960.80,2251.20,1709.60,60.94
872,"Hardcover Gray 225","Books",53,62,2916.48,2004.46,912.02,55.03
873,"Hardcover Navy 896","Books",69,102,2910.06,1634.04,1276.02,42.17
874,"Hardcover Yellow 855","Books",93,132,2003.76,1366.20,637.56,21.55
875,"Hardcover RosyBrown 976","Books",49,63,2862.09,2178.54,683.55,58.41
876,"Hardcover GoldenRod 826","Books",66,95,2644.80,1600.75,1044.05,40.07
877,"Hardcover MediumBlue 318","Books",70,98,2327.50,1764.00,563.50,33.25
878,"E-book Moccasin 498","Books",53,66,3028.08,2332.44,695.64,57.13
879,"Paperback Sienna 127","Books",90,119,1543.43,1137.64,405.79,17.15
880,"Hardcover Black 926","Books",54,75,2551.50,1287.75,1263.75,47.25
881,"E-book PaleVioletRed 459","Books",54,68,3123.92,2193.68,930.24,56.80
882,"Hardcover LightBlue 484","Books",92,122,1673.84,1026.02,647.82,18.19
883,"E-book PaleGreen 357","Books",54,70,2272.90,1289.40,983.50,42.09
884,"Hardcover BlueViolet 336","Books",92,119,1824.27,1149.54,674.73,19.83
885,"Paperback OldLace 758","Books",96,124,1556.20,1132.12,424.08,16.04
886,"Paperback BlanchedAlmond 321","Books",72,89,1515.67,1209.51,306.16,21.05
887,"E-book SandyBrown 990","Books",55,63,2530.71,1627.92,902.79,46.01
888,"Paperback Coral 407","Books",56,73,3493.05,1889.24,1603.81,62.38
889,"Paperback Chocolate 993","Books",90,119,852.04,427.21,424.83,9.36
890,"Hardcover LightCyan 711","Books",91,117,1240.20,873.99,366.21,13.48
891,"Paperback GoldenRod 900","Books",108,136,1763.92,909.84,854.08,16.18
892,"Hardcover Coral 147","Books",58,74,3182.74,2294.00,888.74,53.94
893,"Paperback MediumSlateBlue 404","Books",87,104,1203.28,913.12,290.16,13.83
894,"E-book MistyRose 109","Books",105,144,597.60,318.24,279.36,5.69
895,"Hardcover LightPink 853","Books",51,65,2980.25,1625.00,1355.25,58.44
896,"Paperback MediumSeaGreen 799","Books",99,134,1015.72,558.78,456.94,10.26
897,"Paperback Brown 781","Books",91,119,861.56,518.84,342.72,9.47
898,"E-book LightGray 133","Books",83,102,2207.28,1326.00,881.28,26.59
899,"E-book MediumAquaMarine 806","Books",86,112,1571.36,1159.20,412.16,18.27
900,"Hardcover LightSalmon 337","Books",105,148,707.44,460.28,247.16,6.74
901,"E-book Lime 120","Books",73,94,2183.62,1160.90,1022.72,29.91
902,"Hardcover AliceBlue 999","Books",52,70,3469.90,2064.30,1405.60,66.73
903,"Hardcover Coral 239","Books",90,125,1082.50,700.00,382.50,11.77
904,"E-book Bisque 801","Books",76,106,2452.84,1357.86,1094.98,32.27
905,"E-book Lavender 612","Books",84,121,1203.95,868.78,335.17,14.33
906,"Hardcover DarkMagenta 179","Books",80,113,3153.83,2370.74,783.09,39.42
907,"Paperback Sienna 329","Books",45,53,2576.33,1947.75,628.58,57.25
908,"E-book SeaGreen 115","Books",106,141,902.40,641.55,260.85,8.51
909,"Paperback OliveDrab 301","Books",90,122,1908.08,1506.70,401.38,21.20
910,"E-book LightCoral 471","Books",89,120,630.00,464.40,165.60,7.08
911,"Paperback Plum 768","Books",100,141,493.50,348.27,145.23,4.89
912,"Paperback Snow 806","Books",81,99,2828.43,1880.01,948.42,34.92
913,"Paperback DarkSeaGreen 834","Books",63,85,4179.45,3185.80,993.65,66.34
914,"Paperback SpringGreen 529","Books",80,112,2438.24,1451.52,986.72,30.48
915,"Paperback Gainsboro 494","Books",43,55,2680.15,1651.10,1029.05,62.33
916,"Paperback Aqua 750","Books",57,78,3180.84,2447.64,733.20,55.80
917,"Hardcover LimeGreen 360","Books",67,96,1367.04,888.96,478.08,20.40
918,"E-book DeepPink 346","Books",74,95,3012.45,1846.80,1165.65,40.71
919,"Hardcover LavenderBlush 735","Books",64,82,2802.76,1474.36,1328.40,43.79
920,"Hardcover MediumOrchid 810","Books",43,53,2422.10,1247.09,1175.01,56.33
921,"E-book MediumAquaMarine 662","Books",65,77,1405.25,974.82,430.43,21.29
922,"E-book Salmon 100","Books",80,97,1729.51,1368.67,360.84,21.62
923,"Paperback MistyRose 622","Books",69,95,3616.65,2734.10,882.55,52.42
924,"Paperback Cyan 340","Books",75,111,3423.24,2732.82,690.42,45.64
925,"E-book Thistle 463","Books",66,90,3617.10,2752.20,864.90,54.80
926,"E-book Gray 372","Books",108,160,961.60,761.60,200.00,8.90
927,"E-book OrangeRed 173","Books",57,76,2584.00,1932.68,651.32,45.33
928,"E-book DimGray 727","Books",57,67,2711.49,1896.10,815.39,47.57
929,"Paperback LightBlue 978","Books",87,120,1839.60,1383.60,456.00,20.67
930,"E-book PaleTurquoise 684","Books",68,91,1760.85,1192.10,568.75,25.89
931,"Hardcover Coral 875","Books",45,54,2698.38,1402.38,1296.00,59.96
932,"E-book BlanchedAlmond 273","Books",62,95,1910.45,1072.55,837.90,30.81
933,"Paperback SkyBlue 941","Books",88,115,1635.30,902.75,732.55,18.58
934,"E-book YellowGreen 947","Books",85,100,2463.00,1705.00,758.00,28.98
935,"E-book MediumOrchid 490","Books",45,65,2846.35,1459.90,1386.45,63.25
936,"Paperback DodgerBlue 225","Books",61,79,3326.69,2479.81,846.88,54.54
937,"Paperback Pink 205","Books",75,94,961.62,553.66,407.96,12.82
938,"Paperback DarkKhaki 633","Books",96,124,2450.24,1815.36,634.88,25.52
939,"Paperback Cornsilk 505","Books",60,76,1845.28,971.28,874.00,30.75
940,"Paperback LightGray 560","Books",45,60,2991.60,2119.80,871.80,66.48
941,"E-book DarkBlue 877","Books",76,87,2216.76,1639.08,577.68,29.17
942,"E-book HoneyDew 475","Books",95,130,1305.20,919.10,386.10,13.74
