"customer_id","last_order_date","days_since_last_order","total_orders","total_spent","customer_status"
8539,"2025-09-03",58,2,34.65,"At Risk"
8540,"2021-11-06",1455,1,129.03,"Churned"
8541,"2020-07-03",1946,1,123.05,"Churned"
8542,"2023-12-30",671,1,65.50,"Churned"
8543,"2022-03-24",1317,1,97.90,"Churned"
8544,"2023-01-20",1015,1,35.74,"Churned"
8545,"2025-06-03",150,4,1020.94,"Churned"
8546,"2022-12-01",1065,1,251.34,"Churned"
8547,"2024-07-05",483,1,77.72,"Churned"
8548,"2024-05-26",523,3,312.26,"Churned"
8549,"2025-08-10",82,4,385.38,"At Risk"
8552,"2024-04-15",564,3,472.20,"Churned"
8554,"2025-09-19",42,2,745.24,"At Risk"
8555,"2021-12-10",1421,1,370.71,"Churned"
8556,"2020-08-24",1894,1,126.11,"Churned"
8560,"2024-06-04",514,2,841.23,"Churned"
8562,"2025-10-31",0,2,65.88,"Active"
8564,"2024-10-31",365,1,18.10,"Churned"
8565,"2021-07-03",1581,1,212.93,"Churned"
8566,"2024-11-08",357,1,104.07,"Churned"
8567,"2021-02-19",1715,2,323.89,"Churned"
8568,"2023-01-22",1013,3,867.96,"Churned"
8570,"2025-01-21",283,1,216.13,"Churned"
8571,"2020-02-26",2074,1,25.08,"Churned"
8572,"2023-06-08",876,2,110.73,"Churned"
8573,"2022-07-13",1206,1,11.13,"Churned"
8574,"2021-08-10",1543,1,713.04,"Churned"
8575,"2024-08-04",453,1,50.29,"Churned"
8576,"2025-10-07",24,3,283.52,"Active"
8578,"2024-06-25",493,1,151.70,"Churned"
8580,"2025-02-10",263,2,412.68,"Churned"
8581,"2025-01-12",292,1,28.12,"Churned"
8583,"2023-04-18",927,3,314.72,"Churned"
8585,"2024-11-12",353,2,138.20,"Churned"
8586,"2024-04-11",568,1,75.61,"Churned"
8587,"2020-05-06",2004,1,234.90,"Churned"
8588,"2022-12-22",1044,2,113.29,"Churned"
8589,"2023-02-12",992,1,102.89,"Churned"
8591,"2023-02-21",983,3,397.42,"Churned"
8593,"2022-09-06",1151,3,467.33,"Churned"
8595,"2023-08-03",820,2,123.69,"Churned"
8596,"2021-09-21",1501,2,374.61,"Churned"
8597,"2025-05-15",169,1,140.77,"Churned"
8598,"2025-08-05",87,5,855.20,"At Risk"
8599,"2023-02-28",976,1,44.06,"Churned"
8600,"2023-05-07",908,4,192.82,"Churned"
8601,"2022-12-22",1044,3,203.45,"Churned"
8602,"2020-01-01",2130,1,58.99,"Churned"
8603,"2023-03-01",975,4,393.43,"Churned"
8604,"2025-07-20",103,4,252.75,"Churned"
8605,"2021-08-08",1545,1,51.85,"Churned"
8607,"2020-10-26",1831,3,435.18,"Churned"
8608,"2025-08-19",73,3,218.41,"At Risk"
8613,"2021-07-14",1570,1,61.38,"Churned"
8614,"2020-03-29",2042,1,36.98,"Churned"
8615,"2024-09-20",406,4,332.54,"Churned"
8616,"2024-10-08",388,5,587.37,"Churned"
8617,"2023-08-26",797,1,273.32,"Churned"
8618,"2021-07-01",1583,1,126.16,"Churned"
8619,"2022-10-10",1117,3,312.85,"Churned"
8620,"2023-11-27",704,1,87.58,"Churned"
8622,"2021-07-09",1575,2,130.15,"Churned"
8624,"2023-04-08",937,3,99.82,"Churned"
8625,"2022-09-26",1131,1,8.28,"Churned"
8626,"2024-09-19",407,2,755.06,"Churned"
8627,"2020-01-06",2125,1,186.85,"Churned"
8628,"2025-09-04",57,2,426.17,"At Risk"
8629,"2024-12-01",334,3,690.40,"Churned"
8630,"2022-01-19",1381,2,303.65,"Churned"
8633,"2021-09-26",1496,1,10.99,"Churned"
8634,"2024-01-31",639,1,116.77,"Churned"
8635,"2025-01-28",276,1,82.03,"Churned"
8636,"2025-09-09",52,3,377.51,"At Risk"
8637,"2024-10-08",388,3,633.34,"Churned"
8638,"2024-01-24",646,3,165.50,"Churned"
8639,"2022-11-12",1084,1,129.60,"Churned"
8641,"2024-08-16",441,2,64.01,"Churned"
8642,"2025-09-02",59,3,204.09,"At Risk"
8643,"2024-07-09",479,1,15.72,"Churned"
8645,"2025-10-01",30,2,646.83,"Active"
8646,"2024-05-07",542,2,86.75,"Churned"
8647,"2023-09-24",768,4,919.30,"Churned"
8648,"2021-12-06",1425,2,92.03,"Churned"
8649,"2021-05-23",1622,2,385.05,"Churned"
8650,"2024-08-27",430,3,182.18,"Churned"
8652,"2024-07-25",463,3,513.56,"Churned"
8653,"2021-04-24",1651,2,51.62,"Churned"
8654,"2023-03-11",965,2,127.47,"Churned"
8655,"2023-02-05",999,2,295.70,"Churned"
8656,"2024-05-19",530,1,131.16,"Churned"
8658,"2023-02-07",997,1,104.96,"Churned"
8659,"2024-11-07",358,2,263.16,"Churned"
8660,"2023-07-06",848,1,17.56,"Churned"
8661,"2021-09-13",1509,1,11.67,"Churned"
8662,"2025-10-27",4,4,523.12,"Active"
8663,"2024-11-06",359,3,375.85,"Churned"
8664,"2024-04-06",573,1,82.00,"Churned"
8665,"2024-01-24",646,2,207.16,"Churned"
8666,"2023-12-30",671,1,21.57,"Churned"
8668,"2025-07-10",113,2,212.19,"Churned"
8669,"2024-07-03",485,6,629.75,"Churned"
8670,"2025-03-10",235,2,473.58,"Churned"
8671,"2025-10-30",1,4,381.10,"Active"
8673,"2024-01-31",639,2,1017.72,"Churned"
8674,"2022-12-10",1056,4,376.63,"Churned"
8675,"2025-10-19",12,2,296.12,"Active"
8676,"2023-11-25",706,1,312.39,"Churned"
8677,"2025-09-20",41,3,580.25,"At Risk"
8678,"2021-11-09",1452,1,60.37,"Churned"
8679,"2022-11-11",1085,5,726.26,"Churned"
8680,"2023-02-01",1003,3,331.99,"Churned"
8681,"2025-03-05",240,4,210.59,"Churned"
8682,"2021-03-20",1686,1,36.06,"Churned"
8683,"2025-04-17",197,3,462.53,"Churned"
8684,"2025-07-23",100,5,909.34,"Churned"
8686,"2025-02-24",249,1,85.16,"Churned"
8687,"2025-07-29",94,6,1443.43,"Churned"
8688,"2024-10-29",367,4,347.96,"Churned"
8689,"2025-06-18",135,8,1161.21,"Churned"
8691,"2024-01-24",646,3,740.29,"Churned"
8692,"2021-08-16",1537,1,49.76,"Churned"
8693,"2025-09-13",48,2,494.39,"At Risk"
8694,"2023-04-29",916,4,473.95,"Churned"
8695,"2024-11-25",340,1,140.10,"Churned"
8696,"2020-02-21",2079,1,109.57,"Churned"
8697,"2020-10-27",1830,1,543.89,"Churned"
8698,"2024-09-13",413,1,140.34,"Churned"
8700,"2025-06-29",124,1,8.55,"Churned"
8701,"2022-12-02",1064,1,104.42,"Churned"
8704,"2023-11-28",703,3,401.16,"Churned"
8705,"2024-07-24",464,2,276.03,"Churned"
8706,"2025-06-21",132,2,401.50,"Churned"
8707,"2023-02-17",987,1,60.86,"Churned"
8708,"2020-08-05",1913,1,33.72,"Churned"
8709,"2023-11-13",718,2,222.07,"Churned"
8710,"2025-08-10",82,2,147.59,"At Risk"
8711,"2023-05-11",904,1,91.50,"Churned"
8713,"2023-03-09",967,2,273.37,"Churned"
8714,"2022-03-18",1323,4,1107.97,"Churned"
8715,"2023-03-19",957,1,11.57,"Churned"
8716,"2024-03-21",589,1,149.26,"Churned"
8718,"2022-08-02",1186,1,212.49,"Churned"
8719,"2021-03-18",1688,2,43.05,"Churned"
8721,"2024-08-11",446,1,29.83,"Churned"
8722,"2025-02-12",261,1,294.31,"Churned"
8724,"2020-08-18",1900,1,165.06,"Churned"
8726,"2021-05-08",1637,1,125.60,"Churned"
8727,"2021-05-18",1627,2,449.50,"Churned"
8728,"2021-08-04",1549,1,89.80,"Churned"
8729,"2022-04-19",1291,1,141.07,"Churned"
8730,"2022-11-16",1080,2,129.81,"Churned"
8731,"2021-09-17",1505,1,188.18,"Churned"
8732,"2022-12-28",1038,2,276.15,"Churned"
8733,"2024-05-21",528,2,411.80,"Churned"
8734,"2023-01-06",1029,1,104.89,"Churned"
8735,"2024-05-05",544,1,98.54,"Churned"
8736,"2021-11-28",1433,2,200.34,"Churned"
8737,"2021-07-11",1573,1,7.81,"Churned"
8739,"2023-07-16",838,2,360.75,"Churned"
8740,"2023-03-09",967,2,197.18,"Churned"
8741,"2020-01-04",2127,1,68.42,"Churned"
8742,"2021-06-04",1610,2,143.57,"Churned"
8743,"2021-01-31",1734,1,46.66,"Churned"
8744,"2024-05-29",520,2,463.84,"Churned"
8745,"2025-10-08",23,2,217.24,"Active"
8746,"2024-09-12",414,4,494.09,"Churned"
8747,"2023-12-02",699,2,427.70,"Churned"
8748,"2022-04-02",1308,1,9.39,"Churned"
8749,"2024-12-09",326,2,60.99,"Churned"
8750,"2025-07-09",114,4,368.40,"Churned"
8751,"2025-03-02",243,3,632.66,"Churned"
8752,"2020-04-05",2035,1,78.80,"Churned"
8753,"2021-12-25",1406,2,260.68,"Churned"
8754,"2021-03-31",1675,1,7.97,"Churned"
8755,"2021-06-13",1601,2,161.03,"Churned"
8756,"2020-12-25",1771,1,46.61,"Churned"
8757,"2023-12-30",671,3,408.33,"Churned"
8758,"2024-12-22",313,2,46.75,"Churned"
8759,"2025-10-19",12,2,270.28,"Active"
8762,"2022-11-07",1089,2,93.88,"Churned"
8763,"2024-10-02",394,1,549.23,"Churned"
8764,"2024-05-10",539,2,325.45,"Churned"
8765,"2020-02-23",2077,1,135.31,"Churned"
8766,"2025-06-28",125,3,182.12,"Churned"
8767,"2022-11-02",1094,2,90.16,"Churned"
8769,"2024-03-10",600,3,173.23,"Churned"
8771,"2025-09-10",51,4,487.25,"At Risk"
8772,"2025-09-11",50,5,450.20,"At Risk"
8773,"2024-10-03",393,2,174.27,"Churned"
8774,"2020-11-03",1823,2,101.61,"Churned"
8775,"2020-06-26",1953,1,19.59,"Churned"
8776,"2025-04-08",206,2,391.71,"Churned"
8777,"2024-05-23",526,2,447.05,"Churned"
8778,"2021-07-12",1572,1,25.49,"Churned"
8779,"2024-04-22",557,1,58.02,"Churned"
8780,"2023-09-05",787,2,317.16,"Churned"
8782,"2020-01-03",2128,1,202.20,"Churned"
8783,"2022-07-30",1189,2,169.01,"Churned"
8784,"2025-02-17",256,2,296.54,"Churned"
8785,"2020-09-17",1870,1,337.94,"Churned"
8786,"2022-04-12",1298,1,50.63,"Churned"
8789,"2025-06-25",128,4,285.82,"Churned"
8790,"2022-02-14",1355,3,321.42,"Churned"
8791,"2025-01-20",284,3,898.58,"Churned"
8793,"2025-06-10",143,2,121.25,"Churned"
8794,"2021-10-22",1470,3,380.22,"Churned"
8795,"2024-12-29",306,3,155.45,"Churned"
8797,"2021-11-03",1458,1,104.22,"Churned"
8798,"2020-02-18",2082,2,221.12,"Churned"
8800,"2025-10-23",8,2,229.53,"Active"
8801,"2024-11-01",364,3,309.94,"Churned"
8802,"2024-08-08",449,2,210.72,"Churned"
8803,"2025-05-06",178,3,401.53,"Churned"
8804,"2020-06-02",1977,1,119.20,"Churned"
8805,"2025-03-01",244,1,212.90,"Churned"
8806,"2024-10-08",388,2,56.24,"Churned"
8807,"2022-08-19",1169,3,644.41,"Churned"
8808,"2024-11-18",347,2,180.57,"Churned"
8809,"2021-10-12",1480,1,311.38,"Churned"
8811,"2022-08-08",1180,1,7.86,"Churned"
8812,"2024-05-06",543,2,156.47,"Churned"
8814,"2021-12-20",1411,1,162.79,"Churned"
8815,"2023-08-04",819,2,77.99,"Churned"
8816,"2023-02-01",1003,1,184.99,"Churned"
8818,"2022-07-26",1193,2,300.20,"Churned"
8819,"2025-02-28",245,4,291.92,"Churned"
8820,"2021-11-06",1455,2,106.07,"Churned"
8822,"2023-11-06",725,3,598.11,"Churned"
8823,"2024-09-30",396,2,72.16,"Churned"
8824,"2023-04-05",940,1,130.24,"Churned"
8825,"2025-07-27",96,2,217.11,"Churned"
8827,"2020-02-03",2097,1,86.56,"Churned"
8828,"2022-04-22",1288,1,44.27,"Churned"
8829,"2022-07-04",1215,1,197.26,"Churned"
8830,"2023-07-29",825,1,65.15,"Churned"
8831,"2024-06-24",494,2,379.54,"Churned"
8832,"2022-11-11",1085,3,316.31,"Churned"
8833,"2022-06-18",1231,2,458.92,"Churned"
8835,"2025-04-19",195,1,317.46,"Churned"
8836,"2022-06-11",1238,2,281.90,"Churned"
8837,"2024-12-01",334,1,24.63,"Churned"
8838,"2024-09-05",421,1,58.25,"Churned"
8839,"2023-07-13",841,3,286.37,"Churned"
8841,"2025-10-03",28,3,400.51,"Active"
8843,"2024-12-19",316,5,519.70,"Churned"
8844,"2024-02-01",638,4,163.93,"Churned"
8845,"2024-06-02",516,3,1575.21,"Churned"
8846,"2024-07-21",467,4,194.73,"Churned"
8847,"2022-01-09",1391,2,299.83,"Churned"
8848,"2021-12-30",1401,2,167.93,"Churned"
8849,"2025-07-11",112,1,203.78,"Churned"
8850,"2025-06-19",134,2,348.11,"Churned"
8851,"2025-06-08",145,1,41.99,"Churned"
8852,"2024-10-03",393,3,171.37,"Churned"
8853,"2023-09-18",774,1,274.46,"Churned"
8855,"2024-07-15",473,2,119.23,"Churned"
8857,"2024-09-07",419,3,1849.59,"Churned"
8858,"2024-10-11",385,2,201.44,"Churned"
8859,"2025-06-04",149,2,101.26,"Churned"
8860,"2024-09-02",424,4,429.80,"Churned"
8861,"2025-08-16",76,5,1044.71,"At Risk"
8862,"2022-12-23",1043,1,18.25,"Churned"
8863,"2025-03-03",242,3,334.49,"Churned"
8864,"2022-09-27",1130,1,79.70,"Churned"
8865,"2025-09-18",43,2,387.76,"At Risk"
8867,"2024-12-26",309,1,77.72,"Churned"
8868,"2022-05-27",1253,1,47.21,"Churned"
8872,"2024-07-02",486,2,50.85,"Churned"
8873,"2025-02-28",245,2,216.45,"Churned"
8874,"2020-08-19",1899,1,420.87,"Churned"
8875,"2023-09-26",766,4,753.38,"Churned"
8876,"2021-10-25",1467,1,61.74,"Churned"
8877,"2024-04-30",549,6,700.88,"Churned"
8878,"2024-05-24",525,3,30.25,"Churned"
8879,"2024-07-20",468,3,440.43,"Churned"
8881,"2024-05-10",539,3,504.19,"Churned"
8882,"2023-11-12",719,1,329.86,"Churned"
8885,"2024-03-04",606,1,113.14,"Churned"
8886,"2024-12-26",309,3,265.97,"Churned"
8887,"2022-11-07",1089,1,83.07,"Churned"
8888,"2023-01-23",1012,1,42.22,"Churned"
8889,"2022-10-20",1107,1,32.22,"Churned"
8891,"2022-08-19",1169,1,183.12,"Churned"
8892,"2024-02-01",638,1,74.21,"Churned"
8893,"2025-02-17",256,2,151.47,"Churned"
8894,"2024-04-12",567,3,720.74,"Churned"
8895,"2024-09-27",399,2,169.55,"Churned"
8899,"2025-07-17",106,2,128.19,"Churned"
8900,"2020-10-04",1853,1,307.49,"Churned"
8901,"2024-02-22",617,3,493.12,"Churned"
8904,"2024-02-29",610,2,381.60,"Churned"
8905,"2024-09-14",412,2,157.58,"Churned"
8906,"2024-01-30",640,3,470.64,"Churned"
8907,"2023-04-01",944,2,94.67,"Churned"
8911,"2025-09-27",34,3,80.29,"At Risk"
8913,"2022-07-27",1192,2,192.15,"Churned"
8914,"2022-09-07",1150,2,236.60,"Churned"
8917,"2025-03-10",235,2,30.63,"Churned"
8918,"2023-11-02",729,5,1054.61,"Churned"
8919,"2024-05-24",525,4,583.77,"Churned"
8921,"2022-10-06",1121,2,192.27,"Churned"
8922,"2023-01-10",1025,3,350.69,"Churned"
8923,"2025-01-06",298,4,253.41,"Churned"
8926,"2024-02-04",635,1,246.19,"Churned"
8927,"2023-01-02",1033,3,242.93,"Churned"
8928,"2021-06-22",1592,1,107.54,"Churned"
8929,"2025-03-09",236,2,43.73,"Churned"
8930,"2025-10-06",25,2,234.68,"Active"
8931,"2025-02-23",250,1,87.84,"Churned"
8933,"2024-12-16",319,1,31.59,"Churned"
8934,"2023-03-12",964,2,377.17,"Churned"
8935,"2023-12-07",694,3,360.71,"Churned"
8936,"2023-10-02",760,4,980.09,"Churned"
8937,"2023-10-11",751,2,141.39,"Churned"
8939,"2020-01-18",2113,1,4.67,"Churned"
8940,"2024-08-31",426,3,592.21,"Churned"
8942,"2020-05-09",2001,1,7.39,"Churned"
8943,"2025-09-12",49,3,43.93,"At Risk"
8944,"2023-09-20",772,1,192.71,"Churned"
8946,"2025-06-04",149,3,308.20,"Churned"
8947,"2021-04-18",1657,1,20.42,"Churned"
8949,"2023-07-24",830,1,291.93,"Churned"
8951,"2021-06-16",1598,2,298.92,"Churned"
8952,"2023-08-31",792,3,802.12,"Churned"
8953,"2025-01-11",293,3,819.77,"Churned"
8954,"2022-03-19",1322,1,48.51,"Churned"
8955,"2023-06-25",859,1,631.80,"Churned"
8956,"2024-04-18",561,1,99.87,"Churned"
8959,"2020-10-07",1850,1,250.37,"Churned"
8960,"2025-07-14",109,5,902.71,"Churned"
8961,"2025-09-19",42,1,34.18,"At Risk"
8962,"2024-05-28",521,2,363.33,"Churned"
8963,"2020-04-14",2026,1,154.99,"Churned"
8964,"2021-09-13",1509,1,22.02,"Churned"
8965,"2020-05-24",1986,1,51.86,"Churned"
8968,"2024-08-20",437,1,37.22,"Churned"
8969,"2025-04-08",206,1,16.58,"Churned"
8970,"2022-10-03",1124,4,646.15,"Churned"
8971,"2024-08-17",440,2,193.32,"Churned"
8972,"2024-08-30",427,2,767.53,"Churned"
8973,"2023-08-11",812,2,204.84,"Churned"
8974,"2024-04-04",575,3,524.15,"Churned"
8975,"2023-08-12",811,2,253.46,"Churned"
8976,"2022-10-20",1107,1,288.64,"Churned"
8977,"2025-05-14",170,5,543.37,"Churned"
8979,"2025-05-31",153,3,958.63,"Churned"
8980,"2022-12-08",1058,3,58.05,"Churned"
8981,"2023-06-01",883,3,141.07,"Churned"
8982,"2025-05-24",160,3,180.13,"Churned"
8983,"2024-08-26",431,3,176.78,"Churned"
8985,"2022-02-19",1350,2,349.27,"Churned"
8986,"2023-12-23",678,2,233.46,"Churned"
8987,"2022-12-19",1047,3,491.98,"Churned"
8988,"2023-01-21",1014,1,364.48,"Churned"
8989,"2021-10-24",1468,1,39.61,"Churned"
8992,"2021-12-30",1401,2,672.18,"Churned"
8993,"2025-04-04",210,1,128.62,"Churned"
8994,"2023-12-13",688,2,354.79,"Churned"
8995,"2023-10-16",746,2,361.80,"Churned"
8996,"2022-05-11",1269,2,116.45,"Churned"
8999,"2024-09-08",418,1,159.02,"Churned"
9000,"2022-07-27",1192,3,725.98,"Churned"
9001,"2022-03-14",1327,1,78.14,"Churned"
9002,"2025-03-20",225,4,857.86,"Churned"
9003,"2024-06-29",489,2,57.56,"Churned"
9004,"2024-11-13",352,3,75.28,"Churned"
9005,"2022-07-06",1213,1,27.45,"Churned"
9006,"2025-06-26",127,5,1276.83,"Churned"
9007,"2025-09-16",45,2,231.74,"At Risk"
9008,"2023-05-11",904,2,133.22,"Churned"
9009,"2024-12-09",326,3,376.36,"Churned"
9011,"2021-05-12",1633,1,13.86,"Churned"
9012,"2022-03-11",1330,1,170.63,"Churned"
9014,"2021-12-09",1422,1,66.32,"Churned"
9015,"2025-08-22",70,2,700.39,"At Risk"
9016,"2025-10-30",1,4,581.69,"Active"
9017,"2025-02-28",245,3,117.58,"Churned"
9018,"2024-07-11",477,2,1261.63,"Churned"
9019,"2025-09-23",38,2,103.33,"At Risk"
9021,"2020-08-26",1892,2,216.14,"Churned"
9022,"2024-12-21",314,2,59.36,"Churned"
9023,"2022-04-12",1298,1,333.33,"Churned"
9024,"2025-09-15",46,4,580.47,"At Risk"
9025,"2025-04-30",184,4,259.50,"Churned"
9026,"2022-06-06",1243,1,92.51,"Churned"
9027,"2021-12-28",1403,1,41.84,"Churned"
9028,"2020-10-12",1845,1,15.54,"Churned"
9029,"2024-12-02",333,2,252.11,"Churned"
9030,"2023-03-08",968,2,366.86,"Churned"
9031,"2024-10-19",377,4,208.44,"Churned"
9032,"2020-07-04",1945,1,209.03,"Churned"
9033,"2025-06-11",142,1,215.31,"Churned"
9034,"2021-03-16",1690,1,84.06,"Churned"
9035,"2025-08-28",64,2,368.31,"At Risk"
9038,"2021-07-07",1577,2,516.98,"Churned"
9039,"2024-05-28",521,1,37.79,"Churned"
9040,"2023-11-25",706,1,43.89,"Churned"
9042,"2022-04-06",1304,2,46.39,"Churned"
9043,"2021-09-28",1494,1,170.32,"Churned"
9044,"2023-05-04",911,2,107.46,"Churned"
9045,"2025-09-05",56,3,247.63,"At Risk"
9046,"2022-05-27",1253,2,94.25,"Churned"
9047,"2024-09-21",405,1,283.54,"Churned"
9048,"2025-04-06",208,1,11.62,"Churned"
9049,"2025-04-10",204,1,195.18,"Churned"
9050,"2022-08-22",1166,1,193.91,"Churned"
9052,"2024-07-24",464,3,460.50,"Churned"
9053,"2023-10-15",747,5,687.59,"Churned"
9054,"2024-08-21",436,1,81.35,"Churned"
9056,"2025-09-19",42,3,355.48,"At Risk"
9057,"2022-09-27",1130,2,42.47,"Churned"
9058,"2024-06-29",489,1,34.44,"Churned"
9060,"2025-06-12",141,1,394.97,"Churned"
9061,"2025-08-29",63,2,217.51,"At Risk"
9062,"2023-07-25",829,2,335.58,"Churned"
9063,"2024-12-18",317,2,219.58,"Churned"
9064,"2024-08-23",434,2,563.02,"Churned"
9067,"2023-03-13",963,1,146.61,"Churned"
9068,"2022-10-16",1111,1,16.73,"Churned"
9069,"2025-06-17",136,2,67.10,"Churned"
9070,"2021-06-14",1600,1,55.66,"Churned"
9071,"2024-10-16",380,1,72.37,"Churned"
9073,"2024-02-24",615,2,60.40,"Churned"
9074,"2025-07-21",102,1,537.15,"Churned"
9075,"2024-06-13",505,1,169.18,"Churned"
9076,"2023-08-31",792,4,363.98,"Churned"
9077,"2025-06-08",145,5,542.99,"Churned"
9078,"2023-07-23",831,2,160.51,"Churned"
9079,"2020-10-20",1837,2,339.21,"Churned"
9080,"2025-09-14",47,3,154.72,"At Risk"
9081,"2020-04-03",2037,1,120.83,"Churned"
9082,"2020-09-09",1878,1,51.54,"Churned"
9083,"2025-01-25",279,2,146.01,"Churned"
9085,"2024-11-28",337,1,113.82,"Churned"
9086,"2023-08-12",811,5,988.14,"Churned"
9087,"2023-09-26",766,2,365.53,"Churned"
9088,"2023-11-25",706,2,151.78,"Churned"
9089,"2020-11-10",1816,1,58.95,"Churned"
9090,"2024-11-01",364,1,112.97,"Churned"
9092,"2022-04-08",1302,1,23.35,"Churned"
9093,"2022-09-12",1145,2,385.96,"Churned"
9094,"2022-05-27",1253,2,674.92,"Churned"
9095,"2025-01-08",296,2,130.92,"Churned"
9096,"2024-08-23",434,1,128.61,"Churned"
9097,"2022-04-02",1308,1,61.67,"Churned"
9100,"2024-01-14",656,1,40.34,"Churned"
9101,"2025-09-10",51,5,1030.34,"At Risk"
9102,"2021-08-13",1540,2,231.49,"Churned"
9103,"2023-03-18",958,2,414.54,"Churned"
9104,"2025-10-10",21,3,183.14,"Active"
9105,"2025-06-18",135,2,26.79,"Churned"
9106,"2021-03-31",1675,1,467.72,"Churned"
9107,"2023-05-04",911,2,188.27,"Churned"
9109,"2025-10-31",0,4,951.97,"Active"
9110,"2020-01-01",2130,1,32.07,"Churned"
9111,"2020-11-24",1802,1,14.54,"Churned"
9113,"2025-01-23",281,2,634.76,"Churned"
9114,"2023-07-06",848,1,195.07,"Churned"
9115,"2025-07-28",95,4,424.97,"Churned"
9116,"2025-10-16",15,3,213.34,"Active"
9117,"2024-04-27",552,3,342.42,"Churned"
9118,"2025-10-15",16,6,729.67,"Active"
9119,"2024-07-30",458,1,306.65,"Churned"
9120,"2025-09-20",41,1,38.54,"At Risk"
9121,"2022-03-31",1310,2,79.02,"Churned"
9122,"2023-11-30",701,1,28.64,"Churned"
9123,"2025-08-07",85,4,275.97,"At Risk"
9124,"2021-09-20",1502,2,47.49,"Churned"
9125,"2024-07-26",462,4,129.19,"Churned"
9126,"2023-12-12",689,3,351.75,"Churned"
9127,"2022-04-14",1296,1,158.59,"Churned"
9129,"2023-01-09",1026,1,124.56,"Churned"
9130,"2023-05-05",910,2,226.77,"Churned"
9131,"2021-02-04",1730,1,186.94,"Churned"
9132,"2024-07-26",462,3,607.90,"Churned"
9133,"2024-04-07",572,2,762.59,"Churned"
9134,"2021-10-09",1483,1,113.58,"Churned"
9135,"2022-04-26",1284,2,190.22,"Churned"
9136,"2021-03-03",1703,1,301.60,"Churned"
9137,"2025-10-04",27,2,285.43,"Active"
9138,"2020-07-18",1931,2,333.14,"Churned"
9140,"2021-05-28",1617,2,200.24,"Churned"
9141,"2021-07-28",1556,1,24.08,"Churned"
9142,"2022-06-09",1240,1,104.78,"Churned"
9143,"2021-09-28",1494,1,135.91,"Churned"
9145,"2025-10-14",17,3,406.88,"Active"
9146,"2024-05-21",528,2,394.78,"Churned"
9147,"2024-05-19",530,2,119.63,"Churned"
9148,"2023-11-28",703,2,278.29,"Churned"
9150,"2024-10-06",390,1,20.68,"Churned"
9151,"2025-05-12",172,4,302.62,"Churned"
9153,"2024-02-22",617,2,63.70,"Churned"
9156,"2023-10-20",742,2,100.17,"Churned"
9157,"2023-12-14",687,4,439.20,"Churned"
9158,"2023-04-08",937,2,83.51,"Churned"
9161,"2021-07-23",1561,1,106.61,"Churned"
9162,"2024-07-24",464,3,137.75,"Churned"
9163,"2024-01-15",655,2,141.87,"Churned"
9164,"2025-07-21",102,3,417.18,"Churned"
9166,"2022-10-04",1123,1,561.67,"Churned"
9167,"2023-01-25",1010,2,135.30,"Churned"
9168,"2024-11-21",344,1,6.70,"Churned"
9169,"2020-09-11",1876,2,875.30,"Churned"
9170,"2022-09-18",1139,2,328.95,"Churned"
9171,"2023-10-17",745,2,311.42,"Churned"
9172,"2023-01-29",1006,1,62.22,"Churned"
9175,"2024-11-22",343,3,289.42,"Churned"
9176,"2023-06-04",880,4,443.19,"Churned"
9177,"2024-10-30",366,2,342.23,"Churned"
9178,"2023-03-03",973,2,131.35,"Churned"
9179,"2024-06-01",517,3,253.39,"Churned"
9180,"2021-03-31",1675,1,71.89,"Churned"
9181,"2024-08-31",426,3,729.17,"Churned"
9182,"2025-08-22",70,6,1042.65,"At Risk"
9183,"2022-07-20",1199,3,432.08,"Churned"
9184,"2024-09-25",401,1,49.37,"Churned"
9186,"2023-09-19",773,1,53.79,"Churned"
9188,"2021-01-18",1747,1,169.74,"Churned"
9189,"2023-04-20",925,2,143.48,"Churned"
9190,"2025-01-28",276,3,264.89,"Churned"
9191,"2024-12-23",312,3,210.33,"Churned"
9193,"2024-01-27",643,1,240.79,"Churned"
9194,"2023-04-29",916,1,32.05,"Churned"
9195,"2021-05-14",1631,1,453.05,"Churned"
9196,"2025-06-14",139,3,364.08,"Churned"
9197,"2022-10-11",1116,3,253.47,"Churned"
9198,"2025-02-24",249,3,197.23,"Churned"
9199,"2023-03-09",967,4,681.05,"Churned"
9200,"2025-02-25",248,1,83.80,"Churned"
9201,"2024-10-16",380,4,445.58,"Churned"
9203,"2023-04-20",925,1,520.84,"Churned"
9204,"2023-06-15",869,2,92.77,"Churned"
9205,"2024-08-31",426,4,643.57,"Churned"
9206,"2025-01-19",285,3,490.89,"Churned"
9207,"2025-04-24",190,2,177.43,"Churned"
9208,"2023-05-07",908,3,362.88,"Churned"
9209,"2024-04-19",560,4,489.13,"Churned"
9210,"2023-11-09",722,2,555.17,"Churned"
9211,"2024-07-15",473,3,269.88,"Churned"
9214,"2024-08-24",433,3,769.19,"Churned"
9215,"2024-01-21",649,1,13.53,"Churned"
9216,"2023-05-02",913,1,36.81,"Churned"
9217,"2024-10-14",382,3,78.23,"Churned"
9219,"2021-02-24",1710,2,416.55,"Churned"
9222,"2020-10-10",1847,2,163.45,"Churned"
9223,"2025-10-18",13,1,61.39,"Active"
9224,"2023-04-14",931,1,38.70,"Churned"
9225,"2023-05-04",911,2,198.47,"Churned"
9226,"2023-05-20",895,1,55.29,"Churned"
