"customer_id","last_order_date","recency_days","frequency","monetary_value","recency_score","frequency_score","monetary_score","rfm_score"
16154,"2023-06-29",1061,2,134.53,2,3,2,"2,3,2"
16661,"2023-06-29",1061,2,258.77,2,3,4,"2,3,4"
10159,"2023-06-29",1061,2,180.99,2,3,3,"2,3,3"
18248,"2023-06-29",1061,4,629.75,2,5,5,"2,5,5"
6516,"2023-06-30",1060,3,392.58,2,4,4,"2,4,4"
8318,"2023-06-30",1060,2,259.62,2,3,4,"2,3,4"
6080,"2023-06-30",1060,2,187.17,2,3,3,"2,3,3"
980,"2023-06-30",1060,2,193.92,2,3,3,"2,3,3"
14410,"2023-06-30",1060,1,30.52,2,2,1,"2,2,1"
16313,"2023-06-30",1060,3,317.14,2,5,4,"2,5,4"
17290,"2023-06-30",1060,1,62.36,2,1,1,"2,1,1"
13200,"2023-06-30",1060,1,11.20,2,1,1,"2,1,1"
5581,"2023-07-01",1059,2,268.18,2,3,4,"2,3,4"
5865,"2023-07-01",1059,6,1011.23,2,5,5,"2,5,5"
5998,"2023-07-01",1059,4,791.16,2,5,5,"2,5,5"
7148,"2023-07-01",1059,2,682.61,2,4,5,"2,4,5"
16488,"2023-07-01",1059,2,176.03,2,3,3,"2,3,3"
6403,"2023-07-01",1059,1,67.84,2,1,1,"2,1,1"
11355,"2023-07-01",1059,2,591.81,2,4,5,"2,4,5"
206,"2023-07-01",1059,2,275.33,2,3,4,"2,3,4"
3741,"2023-07-02",1058,1,472.93,2,2,5,"2,2,5"
9916,"2023-07-02",1058,1,195.10,2,1,3,"2,1,3"
9697,"2023-07-02",1058,2,249.97,2,3,3,"2,3,3"
1441,"2023-07-02",1058,1,78.36,2,2,2,"2,2,2"
6122,"2023-07-03",1057,2,582.68,2,4,5,"2,4,5"
11839,"2023-07-03",1057,2,166.37,2,3,3,"2,3,3"
17611,"2023-07-03",1057,4,216.34,2,5,3,"2,5,3"
10648,"2023-07-03",1057,1,183.44,2,1,3,"2,1,3"
19152,"2023-07-03",1057,3,680.69,2,4,5,"2,4,5"
7943,"2023-07-03",1057,1,185.42,2,1,3,"2,1,3"
16731,"2023-07-03",1057,1,39.94,2,1,1,"2,1,1"
3100,"2023-07-04",1056,2,90.77,2,3,2,"2,3,2"
12238,"2023-07-04",1056,1,31.28,2,2,1,"2,2,1"
3950,"2023-07-04",1056,3,144.23,2,4,2,"2,4,2"
5358,"2023-07-04",1056,1,441.69,2,2,5,"2,2,5"
817,"2023-07-04",1056,2,301.63,2,4,4,"2,4,4"
8164,"2023-07-04",1056,1,49.90,2,1,1,"2,1,1"
7202,"2023-07-04",1056,4,372.80,2,5,4,"2,5,4"
11419,"2023-07-04",1056,2,148.82,3,3,2,"3,3,2"
9652,"2023-07-04",1056,3,57.91,3,5,1,"3,5,1"
17275,"2023-07-05",1055,3,281.72,3,4,4,"3,4,4"
13669,"2023-07-05",1055,1,40.31,3,1,1,"3,1,1"
14449,"2023-07-05",1055,1,13.71,3,1,1,"3,1,1"
2893,"2023-07-05",1055,1,61.51,3,1,1,"3,1,1"
16826,"2023-07-05",1055,1,36.17,3,2,1,"3,2,1"
4426,"2023-07-05",1055,1,26.10,3,2,1,"3,2,1"
18851,"2023-07-05",1055,3,252.22,3,5,3,"3,5,3"
6372,"2023-07-05",1055,1,206.55,3,1,3,"3,1,3"
18080,"2023-07-05",1055,1,307.25,3,1,4,"3,1,4"
8660,"2023-07-06",1054,1,17.56,3,2,1,"3,2,1"
9333,"2023-07-06",1054,1,39.76,3,1,1,"3,1,1"
12858,"2023-07-06",1054,4,447.00,3,5,5,"3,5,5"
9114,"2023-07-06",1054,1,195.07,3,1,3,"3,1,3"
339,"2023-07-06",1054,1,162.55,3,1,3,"3,1,3"
9601,"2023-07-06",1054,3,315.70,3,5,4,"3,5,4"
1369,"2023-07-06",1054,1,146.97,3,1,2,"3,1,2"
9282,"2023-07-06",1054,2,141.71,3,3,2,"3,3,2"
6147,"2023-07-06",1054,1,131.20,3,2,2,"3,2,2"
14858,"2023-07-07",1053,1,9.84,3,1,1,"3,1,1"
3223,"2023-07-07",1053,2,660.60,3,4,5,"3,4,5"
10745,"2023-07-07",1053,2,61.93,3,3,1,"3,3,1"
960,"2023-07-07",1053,2,104.08,3,3,2,"3,3,2"
3500,"2023-07-07",1053,2,93.31,3,3,2,"3,3,2"
15736,"2023-07-07",1053,1,320.82,3,1,4,"3,1,4"
11303,"2023-07-07",1053,1,270.51,3,1,4,"3,1,4"
13957,"2023-07-07",1053,1,49.75,3,1,1,"3,1,1"
7614,"2023-07-07",1053,2,307.51,3,4,4,"3,4,4"
4652,"2023-07-07",1053,1,55.94,3,1,1,"3,1,1"
9542,"2023-07-07",1053,4,1003.60,3,5,5,"3,5,5"
19230,"2023-07-07",1053,2,98.80,3,3,2,"3,3,2"
10487,"2023-07-07",1053,2,488.41,3,4,5,"3,4,5"
8424,"2023-07-07",1053,1,81.85,3,2,2,"3,2,2"
15677,"2023-07-08",1052,2,995.27,3,4,5,"3,4,5"
10437,"2023-07-08",1052,1,43.24,3,1,1,"3,1,1"
10759,"2023-07-08",1052,1,13.63,3,1,1,"3,1,1"
12911,"2023-07-08",1052,2,251.85,3,3,3,"3,3,3"
6697,"2023-07-08",1052,2,216.67,3,3,3,"3,3,3"
6649,"2023-07-08",1052,2,20.13,3,2,1,"3,2,1"
13798,"2023-07-08",1052,2,96.42,3,3,2,"3,3,2"
13291,"2023-07-09",1051,1,140.83,3,2,2,"3,2,2"
3968,"2023-07-09",1051,2,117.81,3,3,2,"3,3,2"
58,"2023-07-09",1051,2,246.35,3,3,3,"3,3,3"
6360,"2023-07-09",1051,1,85.63,3,2,2,"3,2,2"
19578,"2023-07-09",1051,3,211.33,3,4,3,"3,4,3"
3284,"2023-07-09",1051,1,406.01,3,1,4,"3,1,4"
588,"2023-07-09",1051,1,136.67,3,2,2,"3,2,2"
9623,"2023-07-09",1051,5,643.08,3,5,5,"3,5,5"
18993,"2023-07-09",1051,2,237.00,3,3,3,"3,3,3"
13311,"2023-07-10",1050,1,247.65,3,1,3,"3,1,3"
18098,"2023-07-10",1050,2,508.95,3,4,5,"3,4,5"
13955,"2023-07-10",1050,3,289.62,3,4,4,"3,4,4"
14529,"2023-07-10",1050,1,202.98,3,1,3,"3,1,3"
6165,"2023-07-10",1050,2,158.00,3,3,3,"3,3,3"
10140,"2023-07-10",1050,1,192.38,3,1,3,"3,1,3"
19974,"2023-07-11",1049,1,28.23,3,2,1,"3,2,1"
14918,"2023-07-11",1049,2,225.33,3,3,3,"3,3,3"
15015,"2023-07-12",1048,3,108.55,3,4,2,"3,4,2"
17844,"2023-07-12",1048,2,128.49,3,3,2,"3,3,2"
16947,"2023-07-12",1048,1,72.33,3,1,1,"3,1,1"
17036,"2023-07-12",1048,2,212.31,3,3,3,"3,3,3"
16205,"2023-07-12",1048,1,76.45,3,2,2,"3,2,2"
698,"2023-07-13",1047,2,472.56,3,4,5,"3,4,5"
17847,"2023-07-13",1047,3,313.18,3,5,4,"3,5,4"
14909,"2023-07-13",1047,2,55.55,3,2,1,"3,2,1"
5893,"2023-07-13",1047,3,141.56,3,4,2,"3,4,2"
10943,"2023-07-13",1047,1,53.02,3,1,1,"3,1,1"
4210,"2023-07-13",1047,2,712.99,3,4,5,"3,4,5"
6536,"2023-07-13",1047,2,178.19,3,3,3,"3,3,3"
2912,"2023-07-13",1047,2,476.98,3,4,5,"3,4,5"
3655,"2023-07-13",1047,1,69.39,3,1,1,"3,1,1"
8839,"2023-07-13",1047,3,286.37,3,4,4,"3,4,4"
5329,"2023-07-14",1046,3,1154.05,3,5,5,"3,5,5"
13997,"2023-07-14",1046,2,69.99,3,3,1,"3,3,1"
393,"2023-07-14",1046,3,679.75,3,4,5,"3,4,5"
2829,"2023-07-14",1046,1,196.22,3,1,3,"3,1,3"
11979,"2023-07-14",1046,1,6.13,3,2,1,"3,2,1"
2256,"2023-07-14",1046,3,326.83,3,4,4,"3,4,4"
13650,"2023-07-14",1046,2,203.48,3,3,3,"3,3,3"
6059,"2023-07-15",1045,1,87.86,3,2,2,"3,2,2"
12136,"2023-07-15",1045,4,263.35,3,5,4,"3,5,4"
2845,"2023-07-15",1045,2,653.21,3,4,5,"3,4,5"
1480,"2023-07-15",1045,5,495.68,3,5,5,"3,5,5"
17473,"2023-07-15",1045,4,617.73,3,5,5,"3,5,5"
19337,"2023-07-15",1045,6,728.08,3,5,5,"3,5,5"
15920,"2023-07-15",1045,2,273.95,3,3,4,"3,3,4"
2287,"2023-07-15",1045,1,143.52,3,2,2,"3,2,2"
6345,"2023-07-15",1045,1,69.77,3,1,1,"3,1,1"
5044,"2023-07-15",1045,5,540.74,3,5,5,"3,5,5"
18390,"2023-07-15",1045,1,40.96,3,1,1,"3,1,1"
14694,"2023-07-15",1045,1,118.16,3,2,2,"3,2,2"
5713,"2023-07-16",1044,1,117.16,3,2,2,"3,2,2"
9983,"2023-07-16",1044,1,95.18,3,2,2,"3,2,2"
17044,"2023-07-16",1044,1,17.66,3,2,1,"3,2,1"
15039,"2023-07-16",1044,2,1020.90,3,4,5,"3,4,5"
12279,"2023-07-16",1044,1,94.90,3,2,2,"3,2,2"
8086,"2023-07-16",1044,2,96.86,3,3,2,"3,3,2"
6848,"2023-07-16",1044,3,417.56,3,4,4,"3,4,4"
8739,"2023-07-16",1044,2,360.75,3,4,4,"3,4,4"
5906,"2023-07-16",1044,2,203.52,3,3,3,"3,3,3"
1629,"2023-07-16",1044,1,576.38,3,2,5,"3,2,5"
4420,"2023-07-16",1044,2,230.63,3,3,3,"3,3,3"
768,"2023-07-16",1044,1,128.97,3,2,2,"3,2,2"
7680,"2023-07-16",1044,3,261.94,3,4,4,"3,4,4"
12688,"2023-07-16",1044,2,189.12,3,3,3,"3,3,3"
4007,"2023-07-17",1043,1,16.86,3,2,1,"3,2,1"
10463,"2023-07-17",1043,2,1151.25,3,4,5,"3,4,5"
19931,"2023-07-17",1043,2,351.63,3,4,4,"3,4,4"
2767,"2023-07-17",1043,1,60.68,3,1,1,"3,1,1"
17734,"2023-07-17",1043,3,633.32,3,5,5,"3,5,5"
6290,"2023-07-17",1043,1,101.03,3,2,2,"3,2,2"
16055,"2023-07-17",1043,3,121.51,3,5,2,"3,5,2"
16400,"2023-07-17",1043,2,82.22,3,3,2,"3,3,2"
17160,"2023-07-17",1043,2,170.97,3,3,3,"3,3,3"
18074,"2023-07-17",1043,2,181.91,3,3,3,"3,3,3"
16672,"2023-07-17",1043,2,345.57,3,4,4,"3,4,4"
14852,"2023-07-18",1042,3,286.58,3,4,4,"3,4,4"
11591,"2023-07-18",1042,1,40.17,3,1,1,"3,1,1"
5926,"2023-07-18",1042,2,276.24,3,3,4,"3,3,4"
6828,"2023-07-18",1042,4,1315.73,3,5,5,"3,5,5"
18940,"2023-07-18",1042,4,739.71,3,5,5,"3,5,5"
18654,"2023-07-18",1042,3,364.38,3,5,4,"3,5,4"
13833,"2023-07-18",1042,3,350.92,3,4,4,"3,4,4"
19808,"2023-07-18",1042,1,8.66,3,1,1,"3,1,1"
16310,"2023-07-18",1042,3,811.57,3,5,5,"3,5,5"
14394,"2023-07-18",1042,1,72.44,3,1,1,"3,1,1"
19562,"2023-07-18",1042,3,116.61,3,5,2,"3,5,2"
16730,"2023-07-18",1042,2,96.33,3,3,2,"3,3,2"
16207,"2023-07-19",1041,2,267.36,3,3,4,"3,3,4"
7841,"2023-07-19",1041,2,693.93,3,4,5,"3,4,5"
14720,"2023-07-19",1041,3,103.06,3,4,2,"3,4,2"
11273,"2023-07-19",1041,2,91.84,3,3,2,"3,3,2"
6073,"2023-07-19",1041,1,383.01,3,1,4,"3,1,4"
5130,"2023-07-20",1040,1,71.73,3,1,1,"3,1,1"
12782,"2023-07-20",1040,2,112.96,3,3,2,"3,3,2"
52,"2023-07-20",1040,2,108.40,3,3,2,"3,3,2"
3670,"2023-07-20",1040,2,131.06,3,3,2,"3,3,2"
12672,"2023-07-20",1040,2,472.33,3,4,5,"3,4,5"
13655,"2023-07-20",1040,1,276.20,3,1,4,"3,1,4"
14838,"2023-07-21",1039,1,65.98,3,1,1,"3,1,1"
18302,"2023-07-21",1039,1,16.94,3,2,1,"3,2,1"
657,"2023-07-21",1039,2,326.79,3,4,4,"3,4,4"
17039,"2023-07-21",1039,2,544.78,3,4,5,"3,4,5"
7258,"2023-07-21",1039,1,98.90,3,2,2,"3,2,2"
15784,"2023-07-21",1039,4,888.21,3,5,5,"3,5,5"
3121,"2023-07-21",1039,2,157.69,3,3,3,"3,3,3"
14832,"2023-07-22",1038,3,106.07,3,4,2,"3,4,2"
6761,"2023-07-22",1038,2,49.23,3,2,1,"3,2,1"
11161,"2023-07-22",1038,2,275.58,3,3,4,"3,3,4"
2587,"2023-07-22",1038,3,178.13,3,5,3,"3,5,3"
16405,"2023-07-22",1038,1,38.74,3,2,1,"3,2,1"
5255,"2023-07-22",1038,1,15.17,3,2,1,"3,2,1"
6417,"2023-07-23",1037,3,841.35,3,5,5,"3,5,5"
14893,"2023-07-23",1037,3,868.14,3,5,5,"3,5,5"
371,"2023-07-23",1037,1,117.47,3,2,2,"3,2,2"
3788,"2023-07-23",1037,3,437.75,3,5,5,"3,5,5"
16671,"2023-07-23",1037,1,74.13,3,2,2,"3,2,2"
9078,"2023-07-23",1037,2,160.51,3,3,3,"3,3,3"
1319,"2023-07-24",1036,2,287.11,3,4,4,"3,4,4"
16868,"2023-07-24",1036,2,619.22,3,4,5,"3,4,5"
1065,"2023-07-24",1036,5,491.62,3,5,5,"3,5,5"
570,"2023-07-24",1036,1,17.78,3,2,1,"3,2,1"
6715,"2023-07-24",1036,1,35.59,3,2,1,"3,2,1"
8251,"2023-07-24",1036,4,299.93,3,5,4,"3,5,4"
8141,"2023-07-24",1036,1,44.73,3,1,1,"3,1,1"
8949,"2023-07-24",1036,1,291.93,3,1,4,"3,1,4"
15851,"2023-07-24",1036,1,6.28,3,2,1,"3,2,1"
18043,"2023-07-24",1036,2,111.31,3,3,2,"3,3,2"
1400,"2023-07-24",1036,1,382.73,3,1,4,"3,1,4"
4195,"2023-07-24",1036,2,391.67,3,4,4,"3,4,4"
14598,"2023-07-25",1035,2,308.85,3,4,4,"3,4,4"
1066,"2023-07-25",1035,2,111.57,3,3,2,"3,3,2"
9062,"2023-07-25",1035,2,335.58,3,4,4,"3,4,4"
1012,"2023-07-25",1035,2,203.22,3,3,3,"3,3,3"
18023,"2023-07-25",1035,3,357.17,3,4,4,"3,4,4"
8240,"2023-07-25",1035,1,906.02,3,2,5,"3,2,5"
5215,"2023-07-25",1035,3,470.16,3,5,5,"3,5,5"
2298,"2023-07-25",1035,2,148.31,3,3,2,"3,3,2"
2589,"2023-07-25",1035,2,166.56,3,3,3,"3,3,3"
18793,"2023-07-26",1034,2,59.40,3,3,1,"3,3,1"
14493,"2023-07-26",1034,1,391.14,3,1,4,"3,1,4"
2005,"2023-07-26",1034,1,191.24,3,1,3,"3,1,3"
10451,"2023-07-26",1034,1,87.59,3,2,2,"3,2,2"
5320,"2023-07-27",1033,2,525.37,3,4,5,"3,4,5"
7649,"2023-07-27",1033,3,970.33,3,4,5,"3,4,5"
18385,"2023-07-27",1033,1,916.12,3,1,5,"3,1,5"
18720,"2023-07-27",1033,2,257.41,3,3,4,"3,3,4"
14661,"2023-07-27",1033,2,94.62,3,3,2,"3,3,2"
12515,"2023-07-27",1033,2,34.69,3,2,1,"3,2,1"
1985,"2023-07-27",1033,1,94.32,3,2,2,"3,2,2"
11691,"2023-07-27",1033,2,93.26,3,3,2,"3,3,2"
3101,"2023-07-27",1033,1,39.55,3,2,1,"3,2,1"
4448,"2023-07-27",1033,1,737.50,3,2,5,"3,2,5"
11316,"2023-07-27",1033,2,264.28,3,3,4,"3,3,4"
4647,"2023-07-28",1032,2,1755.86,3,4,5,"3,4,5"
12278,"2023-07-28",1032,2,404.16,3,4,4,"3,4,4"
9864,"2023-07-28",1032,2,257.16,3,3,4,"3,3,4"
3859,"2023-07-28",1032,1,314.79,3,1,4,"3,1,4"
3036,"2023-07-28",1032,3,220.62,3,5,3,"3,5,3"
12217,"2023-07-29",1031,1,31.71,3,2,1,"3,2,1"
13596,"2023-07-29",1031,1,56.42,3,1,1,"3,1,1"
18845,"2023-07-29",1031,1,412.34,3,2,4,"3,2,4"
8830,"2023-07-29",1031,1,65.15,3,1,1,"3,1,1"
11317,"2023-07-29",1031,1,91.53,3,2,2,"3,2,2"
4966,"2023-07-29",1031,2,115.24,3,3,2,"3,3,2"
5633,"2023-07-29",1031,2,223.09,3,3,3,"3,3,3"
350,"2023-07-29",1031,2,231.42,3,3,3,"3,3,3"
9319,"2023-07-29",1031,1,179.29,3,1,3,"3,1,3"
15302,"2023-07-30",1030,1,72.45,3,1,1,"3,1,1"
5964,"2023-07-30",1030,2,66.68,3,3,1,"3,3,1"
8299,"2023-07-30",1030,3,91.29,3,4,2,"3,4,2"
18594,"2023-07-30",1030,3,401.66,3,4,4,"3,4,4"
19160,"2023-07-31",1029,4,970.32,3,5,5,"3,5,5"
13999,"2023-07-31",1029,2,954.55,3,4,5,"3,4,5"
2350,"2023-07-31",1029,2,122.91,3,3,2,"3,3,2"
10429,"2023-07-31",1029,2,453.96,3,4,5,"3,4,5"
12542,"2023-07-31",1029,1,44.73,3,1,1,"3,1,1"
5919,"2023-07-31",1029,1,119.90,3,2,2,"3,2,2"
14087,"2023-07-31",1029,1,62.39,3,1,1,"3,1,1"
10631,"2023-07-31",1029,3,609.09,3,4,5,"3,4,5"
16656,"2023-07-31",1029,4,260.95,3,5,4,"3,5,4"
13743,"2023-08-01",1028,2,148.14,3,3,2,"3,3,2"
18617,"2023-08-01",1028,1,28.73,3,2,1,"3,2,1"
3147,"2023-08-01",1028,4,263.63,3,5,4,"3,5,4"
6120,"2023-08-01",1028,2,108.07,3,3,2,"3,3,2"
7440,"2023-08-01",1028,2,100.43,3,3,2,"3,3,2"
4,"2023-08-01",1028,2,279.86,3,3,4,"3,3,4"
7698,"2023-08-02",1027,2,113.10,3,3,2,"3,3,2"
15502,"2023-08-02",1027,5,863.74,3,5,5,"3,5,5"
9714,"2023-08-02",1027,1,39.07,3,2,1,"3,2,1"
9771,"2023-08-02",1027,3,103.15,3,4,2,"3,4,2"
1095,"2023-08-02",1027,3,222.28,3,5,3,"3,5,3"
14232,"2023-08-02",1027,4,493.08,3,5,5,"3,5,5"
16541,"2023-08-02",1027,1,265.91,3,1,4,"3,1,4"
19508,"2023-08-02",1027,2,151.24,3,3,2,"3,3,2"
952,"2023-08-03",1026,2,293.71,3,4,4,"3,4,4"
3412,"2023-08-03",1026,2,116.35,3,3,2,"3,3,2"
519,"2023-08-03",1026,3,122.53,3,5,2,"3,5,2"
13995,"2023-08-03",1026,2,170.16,3,3,3,"3,3,3"
8595,"2023-08-03",1026,2,123.69,3,3,2,"3,3,2"
4799,"2023-08-03",1026,3,423.90,3,4,4,"3,4,4"
415,"2023-08-03",1026,5,661.19,3,5,5,"3,5,5"
15176,"2023-08-03",1026,2,270.13,3,3,4,"3,3,4"
73,"2023-08-03",1026,2,367.86,3,4,4,"3,4,4"
7809,"2023-08-04",1025,1,351.49,3,1,4,"3,1,4"
18019,"2023-08-04",1025,2,191.78,3,3,3,"3,3,3"
4129,"2023-08-04",1025,2,192.35,3,3,3,"3,3,3"
19087,"2023-08-04",1025,3,63.96,3,4,1,"3,4,1"
3114,"2023-08-04",1025,1,8.31,3,1,1,"3,1,1"
7830,"2023-08-04",1025,2,722.90,3,4,5,"3,4,5"
9791,"2023-08-04",1025,2,290.87,3,4,4,"3,4,4"
2303,"2023-08-04",1025,4,420.93,3,5,4,"3,5,4"
7217,"2023-08-04",1025,1,708.95,3,2,5,"3,2,5"
2963,"2023-08-04",1025,2,517.94,3,4,5,"3,4,5"
8815,"2023-08-04",1025,2,77.99,3,3,2,"3,3,2"
14219,"2023-08-04",1025,3,629.39,3,5,5,"3,5,5"
13372,"2023-08-05",1024,3,179.27,3,5,3,"3,5,3"
2106,"2023-08-05",1024,3,461.10,3,5,5,"3,5,5"
8328,"2023-08-05",1024,3,407.40,3,4,4,"3,4,4"
900,"2023-08-05",1024,2,353.73,3,4,4,"3,4,4"
18623,"2023-08-06",1023,1,9.25,3,1,1,"3,1,1"
1773,"2023-08-06",1023,2,292.12,3,4,4,"3,4,4"
9721,"2023-08-06",1023,1,41.20,3,1,1,"3,1,1"
15087,"2023-08-06",1023,3,576.04,3,4,5,"3,4,5"
7934,"2023-08-07",1022,1,238.20,3,1,3,"3,1,3"
10946,"2023-08-07",1022,1,101.26,3,2,2,"3,2,2"
15125,"2023-08-07",1022,1,63.22,3,1,1,"3,1,1"
17211,"2023-08-07",1022,1,58.31,3,1,1,"3,1,1"
15936,"2023-08-07",1022,3,137.38,3,5,2,"3,5,2"
12739,"2023-08-07",1022,2,264.45,3,3,4,"3,3,4"
947,"2023-08-07",1022,2,48.41,3,2,1,"3,2,1"
10899,"2023-08-07",1022,2,381.56,3,4,4,"3,4,4"
5568,"2023-08-07",1022,1,96.87,3,2,2,"3,2,2"
17909,"2023-08-08",1021,3,248.53,3,5,3,"3,5,3"
6287,"2023-08-08",1021,1,341.42,3,1,4,"3,1,4"
8283,"2023-08-08",1021,2,290.93,3,4,4,"3,4,4"
377,"2023-08-08",1021,1,251.58,3,1,3,"3,1,3"
19383,"2023-08-08",1021,2,236.98,3,3,3,"3,3,3"
1341,"2023-08-08",1021,1,42.89,3,1,1,"3,1,1"
11428,"2023-08-08",1021,2,403.02,3,4,4,"3,4,4"
7035,"2023-08-09",1020,2,68.27,3,3,1,"3,3,1"
10157,"2023-08-09",1020,3,729.08,3,4,5,"3,4,5"
11602,"2023-08-09",1020,1,96.06,3,2,2,"3,2,2"
13387,"2023-08-09",1020,3,177.03,3,4,3,"3,4,3"
10881,"2023-08-09",1020,2,133.91,3,3,2,"3,3,2"
15026,"2023-08-10",1019,1,55.73,3,1,1,"3,1,1"
12464,"2023-08-10",1019,2,356.08,3,4,4,"3,4,4"
1677,"2023-08-10",1019,1,325.02,3,1,4,"3,1,4"
3165,"2023-08-10",1019,3,699.51,3,5,5,"3,5,5"
744,"2023-08-10",1019,2,357.10,3,4,4,"3,4,4"
17886,"2023-08-10",1019,1,112.40,3,2,2,"3,2,2"
2791,"2023-08-11",1018,3,645.21,3,5,5,"3,5,5"
11675,"2023-08-11",1018,1,371.39,3,1,4,"3,1,4"
11205,"2023-08-11",1018,3,219.47,3,5,3,"3,5,3"
17266,"2023-08-11",1018,2,134.71,3,3,2,"3,3,2"
12804,"2023-08-11",1018,2,156.88,3,3,3,"3,3,3"
1982,"2023-08-11",1018,3,138.68,3,4,2,"3,4,2"
17493,"2023-08-11",1018,3,295.46,3,4,4,"3,4,4"
19820,"2023-08-11",1018,3,386.38,3,4,4,"3,4,4"
1663,"2023-08-11",1018,2,161.84,3,3,3,"3,3,3"
1639,"2023-08-11",1018,1,28.80,3,2,1,"3,2,1"
1883,"2023-08-11",1018,3,323.50,3,4,4,"3,4,4"
1235,"2023-08-11",1018,3,114.02,3,4,2,"3,4,2"
8973,"2023-08-11",1018,2,204.84,3,3,3,"3,3,3"
1256,"2023-08-11",1018,2,280.29,3,3,4,"3,3,4"
5854,"2023-08-12",1017,2,213.57,3,3,3,"3,3,3"
17054,"2023-08-12",1017,2,329.89,3,4,4,"3,4,4"
2779,"2023-08-12",1017,2,189.04,3,3,3,"3,3,3"
7722,"2023-08-12",1017,2,251.01,3,3,3,"3,3,3"
9086,"2023-08-12",1017,5,988.14,3,5,5,"3,5,5"
8975,"2023-08-12",1017,2,253.46,3,3,3,"3,3,3"
19348,"2023-08-12",1017,3,653.00,3,5,5,"3,5,5"
18415,"2023-08-12",1017,1,76.21,3,2,2,"3,2,2"
6923,"2023-08-12",1017,2,153.38,3,3,3,"3,3,3"
12319,"2023-08-12",1017,1,178.60,3,1,3,"3,1,3"
7515,"2023-08-12",1017,2,150.25,3,3,2,"3,3,2"
10933,"2023-08-12",1017,1,17.66,3,2,1,"3,2,1"
3443,"2023-08-12",1017,2,633.06,3,4,5,"3,4,5"
12655,"2023-08-12",1017,2,117.20,3,3,2,"3,3,2"
12428,"2023-08-13",1016,1,240.51,3,1,3,"3,1,3"
12117,"2023-08-13",1016,3,1553.58,3,4,5,"3,4,5"
11297,"2023-08-13",1016,1,579.47,3,2,5,"3,2,5"
4488,"2023-08-14",1015,3,391.37,3,4,4,"3,4,4"
18518,"2023-08-14",1015,2,126.16,3,3,2,"3,3,2"
18897,"2023-08-14",1015,2,99.25,3,3,2,"3,3,2"
17465,"2023-08-14",1015,2,109.60,3,3,2,"3,3,2"
7029,"2023-08-14",1015,4,460.79,3,5,5,"3,5,5"
15682,"2023-08-14",1015,1,321.63,3,1,4,"3,1,4"
675,"2023-08-14",1015,1,23.70,3,2,1,"3,2,1"
15796,"2023-08-14",1015,2,251.93,3,3,3,"3,3,3"
10277,"2023-08-14",1015,2,485.05,3,4,5,"3,4,5"
18461,"2023-08-14",1015,2,136.16,3,3,2,"3,3,2"
19839,"2023-08-15",1014,1,29.22,3,2,1,"3,2,1"
6545,"2023-08-15",1014,1,50.52,3,1,1,"3,1,1"
7195,"2023-08-15",1014,2,191.54,3,3,3,"3,3,3"
1361,"2023-08-15",1014,1,139.35,3,2,2,"3,2,2"
10854,"2023-08-15",1014,1,51.88,3,1,1,"3,1,1"
10465,"2023-08-15",1014,1,35.23,3,2,1,"3,2,1"
14065,"2023-08-15",1014,2,488.28,3,4,5,"3,4,5"
5056,"2023-08-16",1013,1,164.22,3,1,3,"3,1,3"
13454,"2023-08-16",1013,1,138.07,3,2,2,"3,2,2"
14483,"2023-08-16",1013,2,86.55,3,3,2,"3,3,2"
12440,"2023-08-16",1013,3,114.74,3,4,2,"3,4,2"
19259,"2023-08-16",1013,3,479.53,3,5,5,"3,5,5"
6689,"2023-08-16",1013,2,70.16,3,3,1,"3,3,1"
18950,"2023-08-16",1013,3,248.44,3,5,3,"3,5,3"
2435,"2023-08-16",1013,1,161.36,3,1,3,"3,1,3"
17072,"2023-08-16",1013,1,128.97,3,2,2,"3,2,2"
12601,"2023-08-17",1012,2,179.14,3,3,3,"3,3,3"
19553,"2023-08-17",1012,1,1116.86,3,1,5,"3,1,5"
16839,"2023-08-17",1012,1,122.99,3,2,2,"3,2,2"
16860,"2023-08-17",1012,1,84.54,3,2,2,"3,2,2"
19112,"2023-08-17",1012,1,46.44,3,1,1,"3,1,1"
985,"2023-08-17",1012,1,53.88,3,1,1,"3,1,1"
1222,"2023-08-17",1012,2,328.07,3,4,4,"3,4,4"
11177,"2023-08-17",1012,1,58.99,3,1,1,"3,1,1"
17350,"2023-08-17",1012,2,113.05,3,3,2,"3,3,2"
6847,"2023-08-17",1012,2,39.58,3,2,1,"3,2,1"
3131,"2023-08-17",1012,3,387.07,3,4,4,"3,4,4"
14753,"2023-08-18",1011,2,88.67,3,3,2,"3,3,2"
5030,"2023-08-18",1011,3,275.35,3,4,4,"3,4,4"
14331,"2023-08-18",1011,1,23.63,3,2,1,"3,2,1"
6183,"2023-08-18",1011,1,8.92,3,1,1,"3,1,1"
16592,"2023-08-18",1011,1,39.84,3,1,1,"3,1,1"
15357,"2023-08-18",1011,2,332.82,3,4,4,"3,4,4"
3350,"2023-08-18",1011,4,300.44,3,5,4,"3,5,4"
12048,"2023-08-18",1011,2,139.86,3,3,2,"3,3,2"
2393,"2023-08-18",1011,4,500.82,3,5,5,"3,5,5"
12387,"2023-08-18",1011,2,193.20,3,3,3,"3,3,3"
3971,"2023-08-19",1010,1,44.22,3,1,1,"3,1,1"
12958,"2023-08-19",1010,2,937.96,3,4,5,"3,4,5"
