"customer_id","first_order_date","last_order_date","customer_lifespan_days","total_orders","avg_order_value","lifetime_revenue","revenue_per_order"
9535,"2021-01-10","2024-12-02",1422,3,209.47,628.42,209.47
9536,"2020-12-27","2022-01-16",385,2,124.22,248.44,124.22
9537,"2023-06-17","2023-06-17",0,1,92.53,92.53,92.53
9538,"2020-02-08","2023-12-11",1402,8,160.43,1283.43,160.43
9539,"2020-03-26","2024-09-13",1632,4,154.24,616.96,154.24
9540,"2024-12-06","2024-12-06",0,1,110.59,110.59,110.59
9541,"2021-05-21","2023-10-14",876,4,151.83,607.30,151.83
9542,"2020-12-31","2023-07-07",918,4,250.90,1003.60,250.90
9543,"2023-02-05","2023-11-05",273,2,66.34,132.68,66.34
9544,"2022-03-18","2022-03-18",0,1,21.75,21.75,21.75
9546,"2025-05-12","2025-05-12",0,1,81.13,81.13,81.13
9547,"2024-09-09","2024-09-09",0,1,77.58,77.58,77.58
9549,"2024-07-29","2024-07-29",0,1,102.58,102.58,102.58
9550,"2025-04-14","2025-05-12",28,2,70.71,141.41,70.71
9552,"2020-09-26","2024-09-27",1462,4,44.77,179.08,44.77
9553,"2020-09-06","2022-02-06",518,2,73.09,146.17,73.09
9555,"2024-12-03","2024-12-03",0,1,277.86,277.86,277.86
9556,"2022-07-17","2025-06-12",1061,4,92.53,370.10,92.53
9557,"2021-11-05","2025-04-12",1254,2,149.08,298.16,149.08
9558,"2020-05-04","2025-09-30",1975,2,71.44,142.87,71.44
9559,"2021-10-21","2025-07-09",1357,3,21.01,63.02,21.01
9560,"2023-08-11","2024-09-28",414,2,176.58,353.15,176.58
9561,"2022-04-25","2022-04-25",0,1,49.82,49.82,49.82
9562,"2020-04-22","2021-06-12",416,3,71.63,214.90,71.63
9563,"2022-05-05","2025-01-23",994,2,31.08,62.15,31.08
9564,"2022-07-10","2022-07-10",0,1,170.28,170.28,170.28
9565,"2021-04-01","2021-04-01",0,1,358.71,358.71,358.71
9567,"2022-08-21","2022-12-16",117,2,85.15,170.30,85.15
9569,"2025-06-17","2025-06-17",0,1,128.52,128.52,128.52
9570,"2025-07-28","2025-07-28",0,1,15.32,15.32,15.32
9571,"2020-08-20","2023-11-27",1194,2,30.24,60.48,30.24
9572,"2023-03-16","2023-12-05",264,2,67.59,135.18,67.59
9573,"2020-02-20","2025-07-31",1988,6,352.62,2115.69,352.62
9574,"2020-09-15","2020-09-15",0,1,57.14,57.14,57.14
9575,"2020-07-27","2022-08-23",757,5,241.89,1209.47,241.89
9576,"2020-09-17","2021-05-20",245,2,220.92,441.83,220.92
9578,"2024-10-22","2025-08-24",306,3,90.05,270.16,90.05
9579,"2020-09-09","2020-09-09",0,1,78.78,78.78,78.78
9582,"2022-05-12","2022-11-06",178,2,119.96,239.92,119.96
9584,"2024-01-16","2024-01-16",0,1,14.42,14.42,14.42
9585,"2020-12-09","2024-07-13",1312,4,33.51,134.05,33.51
9586,"2020-01-08","2023-05-30",1238,2,214.53,429.05,214.53
9587,"2020-02-18","2020-04-13",55,2,350.57,701.14,350.57
9588,"2023-06-06","2025-10-25",872,2,140.24,280.48,140.24
9589,"2020-03-16","2023-08-25",1257,5,68.45,342.25,68.45
9590,"2020-10-14","2025-07-04",1724,3,109.40,328.20,109.40
9591,"2021-05-04","2024-06-27",1150,3,143.91,431.73,143.91
9595,"2025-05-02","2025-05-02",0,1,212.45,212.45,212.45
9596,"2020-06-25","2023-02-07",957,2,127.44,254.88,127.44
9597,"2022-08-11","2022-08-11",0,1,154.83,154.83,154.83
9598,"2020-01-24","2020-01-24",0,1,119.47,119.47,119.47
9599,"2020-10-16","2020-10-16",0,1,160.80,160.80,160.80
9600,"2021-07-25","2025-04-02",1347,4,245.29,981.15,245.29
9601,"2021-06-21","2023-07-06",745,3,105.23,315.70,105.23
9602,"2022-10-02","2023-03-17",166,2,152.88,305.76,152.88
9603,"2022-07-04","2025-07-22",1114,4,55.97,223.88,55.97
9605,"2024-07-08","2024-07-08",0,1,94.25,94.25,94.25
9606,"2024-10-08","2024-10-08",0,1,139.48,139.48,139.48
9607,"2023-12-06","2024-10-12",311,2,209.23,418.45,209.23
9608,"2022-05-04","2022-05-04",0,1,29.17,29.17,29.17
9609,"2020-09-26","2020-09-26",0,1,175.59,175.59,175.59
9611,"2022-07-17","2022-07-17",0,1,31.41,31.41,31.41
9612,"2021-02-03","2021-07-25",172,2,240.76,481.51,240.76
9613,"2021-01-22","2021-01-22",0,1,83.30,83.30,83.30
9614,"2020-03-18","2025-09-16",2008,3,208.50,625.49,208.50
9615,"2021-01-08","2024-03-23",1170,3,196.71,590.12,196.71
9616,"2020-09-27","2020-09-27",0,1,112.65,112.65,112.65
9617,"2025-08-05","2025-08-05",0,1,1052.24,1052.24,1052.24
9618,"2021-03-07","2025-08-24",1631,3,60.42,181.27,60.42
9619,"2020-08-09","2021-12-23",501,2,165.11,330.21,165.11
9620,"2021-02-28","2025-09-17",1662,3,29.11,87.32,29.11
9621,"2023-12-08","2023-12-08",0,1,70.70,70.70,70.70
9623,"2020-03-08","2023-07-09",1218,5,128.62,643.08,128.62
9624,"2021-10-17","2023-03-04",503,2,424.33,848.66,424.33
9627,"2021-02-04","2025-07-10",1617,3,127.63,382.89,127.63
9628,"2020-10-29","2020-10-29",0,1,223.87,223.87,223.87
9629,"2021-12-06","2024-07-17",954,3,66.54,199.63,66.54
9630,"2021-01-28","2023-12-25",1061,3,117.52,352.56,117.52
9631,"2021-01-04","2021-01-26",22,2,38.10,76.19,38.10
9632,"2021-02-23","2025-03-05",1471,4,182.14,728.54,182.14
9633,"2020-02-11","2023-02-12",1097,2,43.25,86.49,43.25
9635,"2024-04-29","2024-04-29",0,1,96.53,96.53,96.53
9636,"2025-07-06","2025-07-06",0,1,205.45,205.45,205.45
9637,"2020-03-16","2025-05-28",1899,2,96.62,193.23,96.62
9638,"2022-03-03","2022-03-03",0,1,171.92,171.92,171.92
9639,"2025-07-03","2025-07-03",0,1,51.43,51.43,51.43
9641,"2020-08-11","2023-06-26",1049,2,114.87,229.73,114.87
9642,"2021-10-10","2025-01-27",1205,2,366.46,732.91,366.46
9643,"2023-08-22","2024-05-04",256,2,269.40,538.80,269.40
9645,"2021-10-13","2023-05-06",570,2,54.83,109.66,54.83
9646,"2024-06-12","2025-10-30",505,4,159.20,636.79,159.20
9647,"2021-07-14","2021-11-27",136,3,87.26,261.78,87.26
9648,"2020-03-16","2022-04-30",775,2,244.90,489.79,244.90
9649,"2021-02-02","2021-03-22",48,2,143.20,286.40,143.20
9651,"2020-11-20","2024-10-15",1425,3,105.01,315.03,105.01
9652,"2023-01-29","2023-07-04",156,3,19.30,57.91,19.30
9653,"2022-11-16","2022-11-16",0,1,242.36,242.36,242.36
9654,"2020-08-10","2020-08-10",0,1,20.19,20.19,20.19
9655,"2020-10-13","2023-09-26",1078,3,39.47,118.42,39.47
9657,"2021-11-04","2025-07-04",1338,5,94.60,472.99,94.60
9659,"2020-07-27","2021-10-01",431,2,92.04,184.08,92.04
9660,"2021-07-14","2022-09-26",439,2,193.15,386.30,193.15
9661,"2021-06-27","2024-06-16",1085,3,184.35,553.04,184.35
9663,"2020-01-10","2023-01-30",1116,2,153.57,307.14,153.57
9664,"2024-12-22","2025-07-18",208,3,108.47,325.40,108.47
9665,"2025-03-27","2025-03-27",0,1,73.02,73.02,73.02
9666,"2022-03-12","2022-03-12",0,1,38.32,38.32,38.32
9667,"2021-02-01","2024-08-01",1277,2,31.14,62.27,31.14
9669,"2024-10-31","2025-02-10",102,2,67.43,134.85,67.43
9670,"2022-06-11","2025-04-20",1044,3,109.79,329.38,109.79
9671,"2021-07-30","2021-07-30",0,1,66.22,66.22,66.22
9673,"2021-03-28","2024-10-25",1307,6,239.03,1434.15,239.03
9675,"2022-09-05","2022-12-30",116,2,540.36,1080.72,540.36
9676,"2025-10-09","2025-10-09",0,1,61.55,61.55,61.55
9677,"2021-01-26","2025-10-21",1729,2,50.41,100.81,50.41
9678,"2020-06-07","2020-06-07",0,1,55.90,55.90,55.90
9679,"2023-09-27","2025-07-31",673,2,35.02,70.04,35.02
9681,"2020-04-19","2021-09-09",508,2,269.80,539.60,269.80
9682,"2023-12-03","2023-12-03",0,1,40.01,40.01,40.01
9683,"2020-11-17","2020-11-17",0,1,576.30,576.30,576.30
9685,"2022-01-06","2022-01-06",0,1,812.99,812.99,812.99
9686,"2023-03-02","2023-03-02",0,1,36.13,36.13,36.13
9687,"2020-12-14","2020-12-14",0,1,432.65,432.65,432.65
9688,"2022-07-20","2022-07-20",0,1,65.59,65.59,65.59
9690,"2022-05-29","2024-03-20",661,2,73.02,146.03,73.02
9691,"2021-09-27","2025-01-20",1211,2,60.98,121.96,60.98
9692,"2020-01-18","2020-01-18",0,1,56.33,56.33,56.33
9694,"2025-01-03","2025-02-02",30,2,82.46,164.91,82.46
9696,"2020-09-17","2025-03-02",1627,3,73.82,221.47,73.82
9697,"2022-10-09","2023-07-02",266,2,124.99,249.97,124.99
9698,"2023-07-08","2024-01-08",184,2,71.11,142.21,71.11
9700,"2021-05-20","2023-04-28",708,2,41.61,83.21,41.61
9701,"2022-10-10","2024-10-06",727,2,228.92,457.84,228.92
9702,"2021-12-07","2024-12-30",1119,2,65.58,131.15,65.58
9703,"2021-08-01","2024-02-29",942,2,40.02,80.03,40.02
9704,"2023-05-08","2023-05-08",0,1,183.42,183.42,183.42
9705,"2020-08-11","2020-08-11",0,1,111.27,111.27,111.27
9707,"2020-03-28","2024-04-03",1467,2,58.16,116.32,58.16
9708,"2022-07-01","2022-07-01",0,1,80.86,80.86,80.86
9709,"2021-11-27","2021-11-27",0,1,179.06,179.06,179.06
9710,"2024-09-27","2025-04-08",193,2,148.38,296.76,148.38
9711,"2020-07-07","2025-06-11",1800,3,62.91,188.73,62.91
9712,"2025-03-27","2025-03-27",0,1,167.69,167.69,167.69
9713,"2021-01-13","2024-07-07",1271,4,78.89,315.54,78.89
9714,"2023-08-02","2023-08-02",0,1,39.07,39.07,39.07
9715,"2021-07-30","2023-05-13",652,2,75.02,150.04,75.02
9716,"2020-09-07","2020-09-07",0,1,32.18,32.18,32.18
9717,"2021-11-04","2021-11-04",0,1,127.88,127.88,127.88
9718,"2021-09-30","2023-05-10",587,3,360.19,1080.56,360.19
9719,"2021-04-25","2025-06-10",1507,4,151.38,605.50,151.38
9720,"2020-02-21","2024-07-18",1609,2,100.63,201.26,100.63
9721,"2023-08-06","2023-08-06",0,1,41.20,41.20,41.20
9722,"2022-01-24","2025-01-26",1098,3,76.46,229.38,76.46
9723,"2021-08-04","2025-04-19",1354,3,321.78,965.34,321.78
9724,"2022-10-20","2025-06-02",956,3,98.53,295.60,98.53
9726,"2025-07-07","2025-07-07",0,1,35.64,35.64,35.64
9728,"2021-12-21","2023-08-31",618,2,32.32,64.63,32.32
9730,"2022-03-27","2022-03-27",0,1,36.28,36.28,36.28
9731,"2023-04-04","2024-12-02",608,2,105.59,211.18,105.59
9732,"2020-08-16","2020-10-10",55,2,154.02,308.03,154.02
9733,"2020-02-27","2020-02-27",0,1,133.26,133.26,133.26
9734,"2020-07-30","2024-06-18",1419,2,133.82,267.63,133.82
9735,"2020-12-26","2022-12-01",705,2,694.31,1388.62,694.31
9736,"2025-05-26","2025-05-26",0,1,73.28,73.28,73.28
9737,"2021-01-19","2024-08-30",1319,2,86.09,172.17,86.09
9738,"2023-09-09","2023-09-09",0,1,162.17,162.17,162.17
9739,"2020-08-17","2020-08-17",0,1,3.50,3.50,3.50
9740,"2020-03-25","2025-09-05",1990,6,99.85,599.11,99.85
9741,"2020-03-15","2020-11-03",233,2,54.87,109.73,54.87
9742,"2020-02-16","2021-12-04",657,2,190.92,381.83,190.92
9745,"2021-01-25","2025-08-24",1672,4,88.82,355.26,88.82
9746,"2021-09-27","2021-09-27",0,1,151.84,151.84,151.84
9747,"2021-07-08","2024-07-08",1096,3,106.68,320.03,106.68
9748,"2020-05-03","2021-01-14",256,3,115.12,345.35,115.12
9749,"2020-11-17","2025-02-14",1550,3,236.82,710.45,236.82
9750,"2022-05-24","2022-05-24",0,1,23.75,23.75,23.75
9751,"2022-02-19","2023-10-28",616,2,294.73,589.45,294.73
9753,"2023-01-11","2025-04-14",824,3,79.49,238.48,79.49
9757,"2024-06-07","2025-10-12",492,4,156.21,624.84,156.21
9758,"2022-07-19","2022-07-19",0,1,51.33,51.33,51.33
9759,"2021-09-07","2025-09-17",1471,3,176.83,530.50,176.83
9760,"2022-02-12","2022-05-24",101,2,551.10,1102.19,551.10
9761,"2022-05-28","2022-05-28",0,1,44.44,44.44,44.44
9762,"2020-03-07","2021-09-26",568,2,102.06,204.12,102.06
9763,"2025-10-31","2025-10-31",0,1,95.36,95.36,95.36
9765,"2020-05-12","2024-09-15",1587,3,40.08,120.24,40.08
9766,"2022-02-09","2025-04-04",1150,2,194.89,389.77,194.89
9767,"2021-04-13","2021-04-13",0,1,221.30,221.30,221.30
9769,"2020-03-28","2023-12-24",1366,3,44.67,134.00,44.67
9770,"2020-09-04","2023-12-21",1203,3,89.31,267.94,89.31
9771,"2021-08-30","2023-08-02",702,3,34.38,103.15,34.38
9772,"2021-03-07","2021-03-07",0,1,56.13,56.13,56.13
9774,"2021-01-22","2025-01-14",1453,2,222.88,445.76,222.88
9775,"2025-01-16","2025-05-29",133,2,169.36,338.71,169.36
9776,"2020-07-31","2025-03-11",1684,3,94.20,282.61,94.20
9778,"2020-03-22","2022-08-13",874,2,169.96,339.92,169.96
9780,"2020-04-02","2023-11-12",1319,3,217.53,652.58,217.53
9781,"2022-04-04","2025-10-26",1301,2,77.32,154.63,77.32
9782,"2023-02-08","2025-03-21",772,4,119.92,479.67,119.92
9783,"2021-06-06","2021-06-06",0,1,209.39,209.39,209.39
9784,"2021-05-27","2021-05-27",0,1,74.47,74.47,74.47
9785,"2020-12-04","2025-06-05",1644,3,83.15,249.45,83.15
9786,"2020-05-26","2023-06-20",1120,2,187.91,375.82,187.91
9787,"2023-03-07","2024-11-15",619,3,143.13,429.40,143.13
9789,"2023-06-02","2023-06-02",0,1,43.65,43.65,43.65
9790,"2023-09-05","2025-10-20",776,2,47.12,94.23,47.12
9791,"2020-02-05","2023-08-04",1276,2,145.44,290.87,145.44
9793,"2022-04-07","2022-04-07",0,1,21.10,21.10,21.10
9795,"2024-08-16","2024-10-17",62,2,234.47,468.93,234.47
9796,"2021-03-07","2025-10-08",1676,3,174.06,522.19,174.06
9799,"2022-08-26","2022-08-26",0,1,57.49,57.49,57.49
9800,"2024-03-27","2024-03-27",0,1,288.97,288.97,288.97
9802,"2020-10-15","2021-10-11",361,2,20.98,41.96,20.98
9803,"2023-05-05","2023-05-05",0,1,87.34,87.34,87.34
9804,"2024-07-30","2025-07-29",364,2,157.37,314.73,157.37
9806,"2022-10-05","2025-07-31",1030,3,70.06,210.19,70.06
9807,"2020-06-08","2025-08-20",1899,2,84.70,169.40,84.70
9808,"2021-09-23","2025-02-25",1251,3,141.77,425.30,141.77
9809,"2020-09-16","2020-09-16",0,1,284.36,284.36,284.36
9810,"2020-11-25","2025-08-31",1740,2,213.23,426.45,213.23
9811,"2020-07-15","2020-07-15",0,1,163.07,163.07,163.07
9812,"2020-03-05","2021-08-08",521,2,257.10,514.19,257.10
9813,"2020-05-14","2025-09-21",1956,4,78.98,315.90,78.98
9814,"2024-12-19","2024-12-19",0,1,149.62,149.62,149.62
9815,"2020-01-01","2025-07-09",2016,4,33.05,132.20,33.05
9816,"2021-05-12","2024-10-09",1246,4,97.92,391.67,97.92
9817,"2022-02-15","2023-11-24",647,2,468.57,937.14,468.57
9818,"2020-05-30","2023-05-22",1087,2,87.78,175.56,87.78
9819,"2023-09-25","2023-09-25",0,1,82.29,82.29,82.29
9821,"2020-09-27","2020-09-27",0,1,87.39,87.39,87.39
9822,"2022-10-07","2022-11-01",25,2,68.65,137.30,68.65
9823,"2024-06-08","2025-07-26",413,2,40.24,80.48,40.24
9824,"2021-03-18","2024-11-27",1350,3,210.26,630.78,210.26
9825,"2022-02-02","2025-10-24",1360,2,61.40,122.80,61.40
9826,"2021-08-24","2021-08-24",0,1,310.22,310.22,310.22
9827,"2020-04-27","2025-07-09",1899,4,162.97,651.87,162.97
9828,"2022-01-07","2022-01-07",0,1,162.92,162.92,162.92
9829,"2024-10-31","2024-10-31",0,1,131.89,131.89,131.89
9831,"2022-06-30","2023-04-10",284,2,44.57,89.14,44.57
9832,"2022-03-29","2022-03-29",0,1,198.49,198.49,198.49
9833,"2023-01-31","2024-03-03",397,2,191.08,382.15,191.08
9834,"2024-08-04","2024-08-04",0,1,60.40,60.40,60.40
9835,"2020-04-04","2024-02-21",1418,3,290.89,872.68,290.89
9836,"2023-06-03","2023-09-16",105,2,149.59,299.18,149.59
9837,"2022-07-23","2023-12-12",507,2,37.74,75.48,37.74
9838,"2023-02-17","2024-07-02",501,2,157.67,315.34,157.67
9839,"2020-03-28","2024-08-30",1616,3,189.86,569.57,189.86
9840,"2021-01-09","2024-03-16",1162,2,45.27,90.54,45.27
9841,"2022-05-22","2024-11-30",923,2,190.73,381.46,190.73
9842,"2023-03-10","2024-10-08",578,2,787.98,1575.95,787.98
9843,"2025-02-28","2025-02-28",0,1,113.55,113.55,113.55
9844,"2020-12-24","2021-07-09",197,2,314.87,629.74,314.87
9845,"2024-01-21","2024-01-21",0,1,227.09,227.09,227.09
9848,"2021-03-22","2023-04-21",760,4,242.05,968.18,242.05
9849,"2024-09-10","2024-09-10",0,1,17.11,17.11,17.11
9851,"2021-11-18","2021-11-18",0,1,102.01,102.01,102.01
9852,"2020-02-12","2025-07-10",1975,4,112.68,450.70,112.68
9853,"2021-01-02","2025-04-30",1579,2,27.83,55.66,27.83
9854,"2023-02-19","2025-08-04",897,3,386.28,1158.83,386.28
9856,"2020-02-18","2025-08-25",2015,4,48.56,194.24,48.56
9857,"2022-11-10","2022-11-10",0,1,71.90,71.90,71.90
9858,"2023-01-23","2023-01-23",0,1,14.98,14.98,14.98
9859,"2022-04-21","2025-08-25",1222,2,185.95,371.89,185.95
9860,"2020-12-24","2024-05-27",1250,3,140.70,422.10,140.70
9863,"2020-05-25","2025-03-15",1755,2,158.40,316.79,158.40
9864,"2020-10-27","2023-07-28",1004,2,128.58,257.16,128.58
9865,"2022-08-26","2022-08-26",0,1,143.84,143.84,143.84
9866,"2021-07-12","2021-07-12",0,1,129.77,129.77,129.77
9867,"2024-05-23","2024-05-23",0,1,121.59,121.59,121.59
9868,"2025-05-14","2025-05-14",0,1,176.52,176.52,176.52
9869,"2023-01-15","2023-01-15",0,1,181.02,181.02,181.02
9871,"2024-04-04","2024-04-04",0,1,129.38,129.38,129.38
9872,"2024-04-16","2024-04-16",0,1,46.39,46.39,46.39
9873,"2021-04-12","2021-04-12",0,1,121.73,121.73,121.73
9874,"2023-08-05","2025-07-06",701,3,54.68,164.05,54.68
9875,"2021-02-20","2022-08-01",527,3,83.86,251.59,83.86
9876,"2024-07-05","2025-08-09",400,3,140.45,421.35,140.45
9877,"2020-01-01","2020-05-21",141,3,249.16,747.47,249.16
9878,"2023-02-22","2023-02-22",0,1,55.64,55.64,55.64
9879,"2020-01-01","2022-02-02",763,3,116.83,350.48,116.83
9880,"2020-11-21","2020-11-21",0,1,10.97,10.97,10.97
9881,"2020-05-18","2024-06-08",1482,3,129.65,388.94,129.65
9884,"2021-10-24","2024-11-27",1130,4,162.51,650.02,162.51
9889,"2025-07-05","2025-07-05",0,1,214.85,214.85,214.85
9891,"2023-04-22","2023-04-22",0,1,209.09,209.09,209.09
9892,"2022-07-11","2024-07-05",725,4,158.90,635.61,158.90
9893,"2021-04-01","2023-09-03",885,2,140.10,280.20,140.10
9895,"2020-12-25","2025-07-21",1669,4,96.53,386.11,96.53
9896,"2021-06-11","2023-01-10",578,3,151.45,454.35,151.45
9897,"2023-02-16","2025-01-11",695,2,152.66,305.31,152.66
9898,"2021-01-26","2021-01-26",0,1,82.07,82.07,82.07
9899,"2022-10-26","2024-10-09",714,3,121.39,364.16,121.39
9901,"2023-06-04","2024-08-05",428,2,32.44,64.87,32.44
9902,"2025-04-07","2025-04-07",0,1,126.45,126.45,126.45
9903,"2025-10-25","2025-10-25",0,1,71.51,71.51,71.51
9907,"2021-06-14","2021-07-05",21,2,98.58,197.16,98.58
9908,"2020-01-04","2023-12-06",1432,2,242.00,483.99,242.00
9909,"2022-10-28","2022-10-28",0,1,90.91,90.91,90.91
9910,"2023-02-17","2025-03-30",772,2,80.90,161.80,80.90
9911,"2020-08-03","2020-08-03",0,1,126.96,126.96,126.96
9912,"2022-11-15","2025-04-08",875,3,726.14,2178.43,726.14
9913,"2022-08-27","2023-06-09",286,2,179.42,358.84,179.42
9914,"2021-05-19","2021-05-19",0,1,28.84,28.84,28.84
9916,"2023-07-02","2023-07-02",0,1,195.10,195.10,195.10
9917,"2020-12-02","2021-07-13",223,2,42.55,85.10,42.55
9918,"2020-02-28","2022-01-16",688,2,225.19,450.38,225.19
9919,"2021-07-25","2025-10-01",1529,3,96.56,289.68,96.56
9920,"2024-06-16","2024-06-16",0,1,10.60,10.60,10.60
9921,"2023-06-23","2023-12-05",165,2,58.97,117.93,58.97
9922,"2021-02-20","2024-01-11",1055,2,272.45,544.89,272.45
9923,"2021-06-08","2024-08-19",1168,2,105.47,210.94,105.47
9925,"2025-02-16","2025-02-16",0,1,37.12,37.12,37.12
9928,"2022-07-07","2022-07-07",0,1,67.39,67.39,67.39
9929,"2020-06-18","2020-06-18",0,1,27.24,27.24,27.24
9930,"2021-01-04","2021-01-04",0,1,105.35,105.35,105.35
9931,"2022-10-25","2023-11-23",394,2,114.15,228.30,114.15
9933,"2021-01-08","2025-04-21",1564,3,100.97,302.90,100.97
9934,"2022-05-12","2022-05-12",0,1,88.59,88.59,88.59
9935,"2021-08-27","2021-08-27",0,1,118.71,118.71,118.71
9936,"2021-07-22","2025-02-28",1317,2,127.99,255.98,127.99
9937,"2022-12-14","2024-08-09",604,2,26.78,53.56,26.78
9938,"2020-10-19","2024-06-11",1331,2,242.18,484.36,242.18
9940,"2024-01-18","2024-01-18",0,1,40.73,40.73,40.73
9941,"2020-10-28","2025-08-13",1750,3,114.81,344.43,114.81
9942,"2020-03-22","2020-03-22",0,1,204.12,204.12,204.12
9943,"2021-04-25","2021-04-25",0,1,12.02,12.02,12.02
9944,"2021-05-28","2021-07-16",49,2,81.33,162.65,81.33
9945,"2020-05-21","2023-12-29",1317,2,132.11,264.22,132.11
9946,"2020-10-23","2025-10-26",1829,6,106.93,641.59,106.93
9947,"2021-04-27","2021-04-27",0,1,65.27,65.27,65.27
9949,"2021-09-09","2024-06-21",1016,3,115.12,345.37,115.12
9950,"2021-03-14","2024-01-26",1048,4,164.72,658.87,164.72
9953,"2023-09-01","2025-03-16",562,3,69.18,207.54,69.18
9955,"2023-03-21","2023-03-21",0,1,41.13,41.13,41.13
9956,"2020-02-07","2021-01-30",358,2,31.98,63.95,31.98
9957,"2023-06-01","2025-08-11",802,2,257.89,515.77,257.89
9958,"2020-01-16","2022-12-01",1050,2,111.67,223.33,111.67
9959,"2020-01-25","2022-08-05",923,3,179.87,539.62,179.87
9960,"2022-01-22","2022-01-22",0,1,23.72,23.72,23.72
9961,"2020-04-18","2022-05-12",754,3,145.50,436.49,145.50
9962,"2024-11-27","2024-11-27",0,1,143.48,143.48,143.48
9963,"2022-03-21","2025-10-07",1296,4,212.50,850.00,212.50
9965,"2020-02-19","2023-02-10",1087,2,162.90,325.79,162.90
9966,"2020-04-07","2020-04-07",0,1,63.25,63.25,63.25
9968,"2021-12-16","2022-11-22",341,2,156.35,312.70,156.35
9969,"2022-07-13","2022-07-25",12,2,166.38,332.76,166.38
9971,"2021-03-28","2025-04-14",1478,3,56.54,169.61,56.54
9972,"2022-01-27","2025-07-24",1274,2,159.32,318.64,159.32
9974,"2023-12-09","2023-12-09",0,1,12.08,12.08,12.08
9975,"2020-06-09","2023-10-10",1218,2,88.11,176.22,88.11
9977,"2021-01-01","2021-01-01",0,1,76.04,76.04,76.04
9978,"2020-07-08","2023-09-17",1166,2,47.51,95.01,47.51
9979,"2020-10-15","2025-09-20",1801,2,93.66,187.31,93.66
9980,"2024-10-20","2024-10-20",0,1,53.94,53.94,53.94
9981,"2021-03-04","2022-04-15",407,3,89.37,268.12,89.37
9982,"2020-12-11","2024-05-10",1246,4,203.77,815.08,203.77
9983,"2023-07-16","2023-07-16",0,1,95.18,95.18,95.18
9984,"2024-02-21","2025-10-23",610,3,74.22,222.65,74.22
9985,"2022-09-13","2022-09-13",0,1,48.21,48.21,48.21
9986,"2021-11-22","2022-06-24",214,2,225.91,451.82,225.91
9987,"2021-02-07","2023-12-31",1057,2,156.60,313.20,156.60
9988,"2022-04-05","2022-09-28",176,2,103.05,206.10,103.05
9989,"2020-05-25","2025-09-29",1953,3,55.92,167.75,55.92
9990,"2020-05-11","2025-05-25",1840,3,124.73,374.18,124.73
9991,"2020-02-26","2022-09-19",936,2,163.16,326.32,163.16
9993,"2020-08-08","2024-08-12",1465,4,159.21,636.83,159.21
9994,"2020-07-26","2021-05-25",303,2,35.16,70.31,35.16
9997,"2025-10-01","2025-10-01",0,1,6.51,6.51,6.51
9999,"2021-12-22","2021-12-22",0,1,273.62,273.62,273.62
10000,"2021-10-04","2021-10-04",0,1,150.46,150.46,150.46
10001,"2023-12-11","2023-12-11",0,1,182.49,182.49,182.49
10002,"2020-09-10","2024-02-08",1246,5,113.02,565.08,113.02
10003,"2022-08-03","2022-08-03",0,1,30.40,30.40,30.40
10004,"2023-02-24","2025-05-18",814,2,36.88,73.76,36.88
10005,"2020-04-25","2025-07-01",1893,3,65.55,196.64,65.55
10006,"2022-05-28","2022-05-28",0,1,71.95,71.95,71.95
10007,"2021-08-26","2025-04-26",1339,3,73.06,219.19,73.06
10008,"2021-10-19","2023-06-28",617,3,41.96,125.87,41.96
10011,"2021-02-21","2024-08-06",1262,2,54.67,109.33,54.67
10012,"2022-09-04","2022-09-04",0,1,31.54,31.54,31.54
10013,"2020-03-25","2024-03-22",1458,2,318.49,636.98,318.49
10014,"2020-09-03","2020-09-03",0,1,28.92,28.92,28.92
10015,"2022-05-11","2022-05-11",0,1,72.89,72.89,72.89
10017,"2020-01-29","2024-06-17",1601,3,38.47,115.42,38.47
10018,"2020-01-25","2020-01-25",0,1,64.43,64.43,64.43
10019,"2023-02-11","2023-02-11",0,1,102.81,102.81,102.81
10020,"2021-05-23","2024-05-05",1078,2,97.17,194.34,97.17
10021,"2024-07-02","2024-11-05",126,2,83.78,167.55,83.78
10023,"2020-02-16","2025-08-06",1998,4,69.63,278.53,69.63
10025,"2024-01-10","2024-01-10",0,1,60.57,60.57,60.57
10026,"2021-05-11","2023-05-29",748,3,124.79,374.38,124.79
10027,"2020-02-04","2023-05-29",1210,2,53.33,106.65,53.33
10028,"2020-11-24","2020-11-24",0,1,31.66,31.66,31.66
10029,"2024-05-19","2024-05-19",0,1,29.76,29.76,29.76
10030,"2021-03-04","2024-10-21",1327,2,176.89,353.78,176.89
10031,"2020-06-15","2024-07-24",1500,2,440.36,880.71,440.36
10032,"2021-02-17","2024-07-14",1243,4,49.69,198.74,49.69
10033,"2021-12-07","2021-12-07",0,1,143.35,143.35,143.35
10034,"2020-11-17","2020-11-17",0,1,40.67,40.67,40.67
10035,"2023-02-01","2023-02-01",0,1,436.46,436.46,436.46
10036,"2020-10-09","2020-10-09",0,1,79.76,79.76,79.76
10037,"2021-10-21","2022-04-29",190,2,94.17,188.34,94.17
10039,"2020-05-17","2020-05-17",0,1,81.23,81.23,81.23
10040,"2022-12-29","2022-12-29",0,1,110.25,110.25,110.25
10041,"2020-07-31","2021-03-23",235,2,134.26,268.51,134.26
